,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
192705,    111.66,     34.77,    -99.99,      8.75,     80.09,     15.31,     29.73,      8.67,     21.90,     20.69,    -99.99,     23.90,     32.48,     83.70,    -99.99,      8.20,     22.70,      7.90,     53.49,    -99.99,     33.91,    119.95,     65.60,      6.72,     47.28,    -99.99,    -99.99,     35.72,     45.20,     83.09,     89.13,    489.80,    -99.99,     13.60,     39.81,    -99.99,     22.05,    290.53,    -99.99,     30.93,     80.83,      0.51,     49.44,     12.02,     13.00,     36.29,     23.56,     10.63,     24.84
192706,    116.26,     37.03,    -99.99,      9.77,     89.13,     14.19,     29.89,      8.54,     24.03,     21.35,    -99.99,     25.06,     33.49,     86.90,    -99.99,      9.29,     26.13,      7.07,     55.14,    -99.99,     36.71,    129.82,     68.34,      8.81,     52.36,    -99.99,    -99.99,     35.80,     46.65,     86.76,     97.00,    506.18,    -99.99,     15.84,     41.68,    -99.99,     21.57,    302.81,    -99.99,     32.45,     85.97,      0.49,     50.50,     12.53,     14.13,     40.85,     24.21,     11.89,     24.94
192707,    111.43,     35.79,    -99.99,     10.75,     88.90,     11.28,     27.05,     10.54,     21.01,     18.87,    -99.99,     27.53,     35.26,     85.18,    -99.99,      9.69,     23.80,     12.95,     55.02,    -99.99,     33.41,    103.90,     67.02,     10.04,     49.41,    -99.99,    -99.99,     35.93,     44.04,     93.23,    100.48,    421.56,      7.00,     15.98,     40.58,    -99.99,     23.10,    319.96,    -99.99,     32.35,     80.86,      1.79,     47.61,     13.15,     15.07,     36.41,     19.40,     21.20,     19.29
192708,    118.17,     37.39,    -99.99,     11.15,     92.78,     11.57,     27.29,     10.49,     22.11,     19.98,    -99.99,     30.68,     38.30,    100.03,    -99.99,     10.09,     25.43,     12.85,     61.97,    -99.99,     36.57,    119.16,     76.02,      9.76,     55.20,    -99.99,    -99.99,     39.00,     44.72,     95.85,    105.48,    437.31,      7.00,     16.31,     41.60,    -99.99,     26.37,    342.00,    -99.99,     36.06,     85.38,      1.98,     52.30,     13.74,     15.58,     41.27,     20.14,     21.36,     20.61
192709,    120.52,     38.25,    -99.99,     10.70,     95.94,     12.24,     28.92,     10.56,     22.07,     20.26,    -99.99,     29.74,     38.53,    101.82,    -99.99,     10.13,     25.13,     12.57,     64.08,    -99.99,     36.74,    127.58,     81.08,     12.65,     57.18,    -99.99,    -99.99,     39.19,     45.81,     94.97,    108.73,    439.17,      7.20,     17.61,     45.48,    -99.99,     22.89,    340.47,    -99.99,     37.24,     83.62,      1.93,     56.10,     13.77,     16.36,     41.32,     20.30,     21.96,     21.61
192710,    128.47,     40.17,    -99.99,     11.45,     99.89,     12.20,     29.69,     10.60,     22.49,     21.05,    -99.99,     32.12,     40.33,    107.56,    -99.99,      9.97,     26.11,     12.20,     66.13,    -99.99,     38.53,    126.77,     86.01,     14.88,     58.84,    -99.99,    -99.99,     41.41,     46.41,     97.92,    117.36,    462.04,      7.10,     18.78,     47.43,    -99.99,     25.03,    350.72,    -99.99,     38.49,     86.85,      2.04,     60.28,     14.50,     16.82,     44.60,     20.20,     23.31,     21.71
192711,    121.02,     39.32,    -99.99,     11.26,     99.56,     12.05,     29.82,     10.24,     22.05,      8.31,    -99.99,     32.61,     42.43,     99.32,    -99.99,      9.69,     24.84,     12.18,     62.30,    -99.99,     36.47,    125.85,     84.01,     12.15,     54.67,    -99.99,    -99.99,     40.02,     43.59,     96.00,    111.96,    452.37,      7.30,     19.58,     47.63,    -99.99,     24.19,    324.06,    -99.99,     38.37,     82.71,      1.60,     57.11,     14.22,     17.26,     49.39,     19.32,     23.20,     20.92
192712,    128.85,     42.16,    -99.99,     12.42,    105.83,     11.45,     31.15,     11.09,     22.50,      8.44,    -99.99,     33.00,     44.00,    107.31,    -99.99,     10.20,     26.31,     12.02,     69.68,    -99.99,     40.44,    140.17,     88.01,     14.45,     59.00,    -99.99,    -99.99,     43.31,     46.85,     99.27,    118.67,    465.15,      6.85,     21.49,     50.48,    -99.99,     29.81,    348.67,    -99.99,     44.66,     86.75,      1.58,     63.80,     14.60,     19.28,     52.90,     20.94,     24.98,     23.01
192801,    126.95,     44.20,    -99.99,     14.00,    105.96,     10.55,     31.85,     11.45,     24.69,      8.39,    -99.99,     32.73,     43.67,    106.75,    -99.99,     10.44,     25.86,     12.75,     73.39,    -99.99,     41.43,    140.73,     94.58,     20.31,     59.83,    -99.99,    -99.99,     48.64,     45.23,     99.48,    120.98,    465.55,      6.50,     20.58,     55.86,    -99.99,     28.33,    336.75,    -99.99,     45.12,     86.29,      1.76,     63.31,     14.24,     21.02,     63.26,     21.15,     25.43,     23.26
192802,    124.55,     45.63,    -99.99,     13.99,    103.22,     10.39,     31.78,     11.78,     25.55,      8.96,    -99.99,     33.82,     44.52,    105.38,    -99.99,     10.31,     26.20,     13.81,     71.45,    -99.99,     40.87,    139.31,     91.46,     20.61,     62.02,    -99.99,    -99.99,     47.73,     42.93,     97.75,    127.73,    466.92,      6.50,     21.11,     57.67,    -99.99,     28.15,    336.36,    -99.99,     45.62,     84.98,      1.74,     62.64,     13.99,     20.54,     62.77,     21.46,     26.96,     22.46
192803,    125.08,     43.96,    -99.99,     13.25,     96.42,      9.50,     31.70,     11.73,     25.40,      8.70,    -99.99,     32.95,     35.05,    106.14,    -99.99,      9.71,     26.55,     14.22,     69.01,    -99.99,     40.80,    137.27,     91.70,     18.48,     59.23,    -99.99,    -99.99,     43.91,     42.36,     97.06,    131.36,    465.52,      6.03,     20.76,     59.36,    -99.99,     27.61,    337.65,    -99.99,     45.84,     83.53,      1.60,     61.75,     13.58,     19.94,     61.73,     21.63,     25.23,     21.66
192804,    125.08,     46.21,    -99.99,     15.17,     98.15,     12.84,     33.27,     12.82,     27.83,      9.01,    -99.99,     35.98,     38.64,    119.39,    -99.99,     10.54,     28.09,     14.57,     72.91,    -99.99,     43.28,    172.17,    117.08,     23.06,     62.51,    -99.99,    -99.99,     46.69,     44.51,    101.94,    139.70,    468.84,      6.36,     20.58,     59.64,    -99.99,     31.07,    348.67,    -99.99,     50.91,     88.02,      1.73,     66.99,     13.96,     24.16,     66.38,     22.11,     28.21,     23.57
192805,    124.72,     47.61,    -99.99,     15.81,     92.29,     12.58,     35.38,     13.18,     28.80,      9.88,    -99.99,     38.02,     38.83,    118.86,    -99.99,     10.04,     28.90,     14.96,     73.80,    -99.99,     44.74,    176.32,    118.22,     37.32,     62.52,    -99.99,    -99.99,     46.32,     45.03,    118.45,    154.57,    592.00,      6.83,     23.36,     60.85,    -99.99,     30.91,    354.57,    -99.99,     50.61,     91.65,      1.62,     66.70,     14.00,     26.80,     69.59,     27.22,     30.74,     26.16
192806,    123.76,     48.53,    -99.99,     16.68,     91.82,     13.66,     35.70,     14.65,     28.04,      9.75,    -99.99,     39.65,     42.96,    122.38,    -99.99,      9.40,     28.31,     17.92,     77.49,    -99.99,     46.67,    179.42,    123.72,     44.64,     60.87,    -99.99,    -99.99,     46.85,     45.25,    111.11,    156.50,    631.15,      6.55,     25.58,     60.99,    -99.99,     31.79,    372.26,    -99.99,     53.53,     90.91,      1.75,     70.88,     15.93,     26.46,     70.11,     28.60,     31.95,     25.70
192807,    120.29,     46.86,    -99.99,     15.93,     83.45,     12.15,     36.58,     15.74,     24.93,      9.00,    -99.99,     46.87,     69.99,    117.98,    -99.99,      9.35,     39.85,     16.83,     72.27,    -99.99,     44.73,    164.66,    115.31,     36.58,     56.30,    -99.99,    -99.99,     45.07,     36.75,    107.63,    154.49,    644.26,      6.03,     23.92,     69.83,    -99.99,     30.12,    362.03,    -99.99,     42.60,     90.81,      3.95,     65.87,     15.51,     52.79,     82.20,     34.25,     27.41,     22.63
192808,    119.95,     47.36,    -99.99,     15.94,     86.22,     13.38,     36.81,     16.22,     25.07,      9.03,    -99.99,     46.27,     72.39,    119.91,    -99.99,      9.61,     40.64,     16.37,     74.06,    -99.99,     44.85,    162.95,    119.23,     38.60,     54.70,    -99.99,    -99.99,     44.40,     36.10,    108.83,    152.09,    636.03,      5.65,     23.22,     73.71,    -99.99,     31.96,    380.29,    -99.99,     44.32,     90.25,      3.95,     69.52,     15.39,     52.84,     81.81,     34.03,     27.97,     22.45
192809,    121.14,     51.44,    -99.99,     17.91,     89.10,     13.44,     40.56,     16.20,     27.43,      9.01,    -99.99,     49.88,     83.81,    130.17,    -99.99,      9.78,     42.29,     16.32,     80.66,    -99.99,     48.05,    182.99,    129.47,     43.94,     57.42,    -99.99,    -99.99,     47.67,     36.76,    110.92,    161.40,    664.99,      5.10,     26.27,     77.80,    -99.99,     32.03,    380.29,    -99.99,     49.79,     93.44,      4.11,     78.83,     17.24,     55.45,     86.60,     35.31,     29.37,     25.11
192810,    120.05,     52.27,    -99.99,     17.91,     88.25,     16.22,     44.27,     16.34,     30.10,      8.87,    -99.99,     52.98,     80.78,    134.72,    -99.99,     10.10,     44.45,     16.06,     84.93,    -99.99,     49.72,    182.33,    139.92,     46.57,     56.33,    -99.99,    -99.99,     48.79,     36.31,    116.99,    167.22,    657.74,      5.25,     25.75,     83.72,    -99.99,     33.17,    366.66,    -99.99,     48.92,     93.44,      4.15,     78.87,     17.15,     48.97,     84.54,     34.85,     29.78,     24.09
192811,    125.73,     51.50,    -99.99,     18.53,     91.25,     14.51,     44.16,     17.14,     32.52,      8.54,    -99.99,     52.64,     80.87,    141.55,    -99.99,     10.69,     47.08,     16.37,     90.27,    -99.99,     50.73,    186.12,    139.71,     43.80,     55.66,    -99.99,    -99.99,     50.39,     35.41,    119.55,    163.61,    677.23,      4.90,     27.51,     84.50,    -99.99,     33.66,    370.26,    -99.99,     46.12,     91.94,      4.87,     83.57,     16.75,     50.96,     87.62,     34.16,     30.00,     22.83
192812,    127.79,     55.71,    -99.99,     19.59,     97.06,     15.45,     48.84,     17.82,     37.88,      8.72,    -99.99,     53.74,     85.04,    157.94,    -99.99,     11.64,     51.39,     16.48,    103.07,    -99.99,     58.53,    229.86,    144.56,     62.72,     58.81,    -99.99,    -99.99,     57.74,     37.65,    140.05,    199.02,    722.45,      4.60,     29.99,     93.88,    -99.99,     37.74,    382.60,    -99.99,     48.31,    100.08,      5.45,     96.29,     18.30,     56.46,     94.36,     36.04,     34.06,     23.45
192901,    125.32,     56.56,    -99.99,     18.78,     94.25,     14.36,     48.20,     18.05,     36.11,      8.63,    -99.99,     52.39,    109.62,    161.29,    -99.99,     10.93,     51.60,     16.59,    106.52,    -99.99,     60.15,    244.17,    147.67,     63.05,     59.31,    -99.99,    -99.99,     58.53,     37.36,    133.48,    201.74,    711.49,      4.15,     28.55,    110.04,    -99.99,     39.00,    376.43,    -99.99,     48.81,     99.78,      5.22,     95.02,     17.61,     68.36,     93.02,     35.93,     34.87,     20.49
192902,    140.09,     57.71,    -99.99,     20.44,     97.78,     15.01,     53.36,     18.72,     38.46,      8.45,    -99.99,     54.80,    112.79,    197.97,    -99.99,     10.77,     55.75,     16.73,    114.57,    -99.99,     67.42,    275.39,    148.92,     64.14,     59.44,    -99.99,    -99.99,     63.36,     37.55,    122.58,    227.83,    806.64,      3.63,     28.69,    113.44,    -99.99,     43.89,    378.49,    -99.99,     51.35,    104.26,      4.94,     91.11,     17.57,     79.32,     95.24,     41.46,     36.06,     20.74
192903,    149.08,     55.76,    -99.99,     19.61,     92.71,     13.91,     54.28,     17.67,     35.75,      8.07,    -99.99,     55.85,    111.23,    197.58,    -99.99,     10.99,     53.46,     18.25,    124.31,    -99.99,     68.05,    286.75,    148.66,     65.27,     59.87,    -99.99,    -99.99,     68.50,     37.88,    121.82,    222.83,    797.33,      3.90,     29.84,    114.61,    -99.99,     43.38,    380.29,    -99.99,     54.39,    102.41,      4.78,     88.58,     17.55,    102.68,     90.24,     43.45,     36.91,     19.24
192904,    131.82,     53.46,    -99.99,     18.99,     88.26,     12.84,     48.42,     16.57,     32.78,      7.60,    -99.99,     56.13,    108.44,    190.04,    -99.99,     10.18,     49.86,     18.00,    123.47,    -99.99,     64.98,    300.51,    146.47,     60.72,     60.75,    -99.99,    -99.99,     70.72,     35.34,    135.74,    215.35,    823.33,      3.40,     28.30,    121.94,    -99.99,     42.98,    368.20,    -99.99,     55.15,     99.14,      4.33,     83.92,     16.84,    103.65,     85.98,     41.87,     36.63,     17.82
192905,    123.33,     56.89,    -99.99,     21.45,     86.09,     12.29,     48.86,     16.38,     32.90,      7.85,    -99.99,     57.05,    109.81,    196.96,    -99.99,     10.44,     51.45,     21.17,    124.72,    -99.99,     67.67,    303.71,    144.51,     64.94,     59.55,    -99.99,    -99.99,     66.48,     34.29,    136.84,    232.08,    851.22,      3.30,     29.13,    130.47,    -99.99,     45.32,    369.75,    -99.99,     59.33,    100.33,      4.44,     86.63,     18.56,    103.15,     87.18,     43.23,     36.49,     15.90
192906,    114.22,     54.46,    -99.99,     19.09,     85.53,     10.22,     45.19,     17.50,     29.45,      7.29,    -99.99,     51.05,    101.29,    182.00,    -99.99,      8.97,     47.68,     19.82,    108.55,    -99.99,     60.89,    306.22,    121.26,     56.36,     55.54,    -99.99,    -99.99,     58.66,     32.59,    128.53,    242.71,    776.59,      2.88,     27.64,    130.51,    -99.99,     44.13,    352.78,    -99.99,     54.33,    102.31,      4.14,     78.85,     17.97,     99.69,     85.19,     39.14,     35.74,     13.76
192907,    111.87,     60.64,    -99.99,     22.70,     82.29,     14.09,     56.42,     51.26,     40.72,      8.58,    -99.99,     56.87,    114.37,    210.12,    -99.99,     11.96,     44.98,     20.31,    115.16,    -99.99,     64.48,    332.83,    125.54,    110.77,     57.80,    -99.99,    -99.99,     69.37,     27.78,    130.92,    352.91,    864.12,      3.50,     34.88,    148.46,    -99.99,     47.93,    373.16,     10.05,     53.22,    111.90,     11.59,     80.44,     21.58,     90.79,     68.95,     62.41,     94.21,     14.47
192908,    115.25,     63.55,    -99.99,     22.94,     83.88,     12.99,     55.30,     50.76,     43.17,      8.22,    -99.99,     57.49,    117.99,    220.66,    -99.99,     11.49,     46.75,     19.79,    118.76,    -99.99,     67.78,    366.45,    120.32,    133.30,     59.75,    -99.99,    -99.99,     67.48,     33.07,    129.65,    384.67,    982.32,      4.50,     35.47,    157.88,    -99.99,     46.77,    398.61,      9.19,     56.82,    120.90,     11.13,     81.10,     21.95,     91.27,     76.29,     61.61,    107.33,     15.12
192909,    116.74,     66.23,    -99.99,     25.19,     90.45,     12.69,     58.90,     50.69,     44.65,      8.27,    -99.99,     56.25,    123.62,    246.18,    -99.99,     11.50,     48.11,     19.88,    132.22,    -99.99,     74.75,    415.49,    121.98,    131.22,     62.37,    -99.99,    -99.99,     73.16,     34.80,    144.23,    417.99,   1090.20,      4.03,     35.58,    168.64,    -99.99,     44.51,    454.76,     10.17,     62.06,    130.62,     10.48,     87.49,     22.93,     62.29,     85.20,     65.17,    111.14,     14.65
192910,    117.30,     64.78,    -99.99,     24.55,     83.09,     12.81,     57.45,     49.91,     47.53,      7.89,    -99.99,     52.12,    114.48,    228.99,    -99.99,     11.04,     46.36,     19.32,    120.01,    -99.99,     70.26,    366.84,    110.79,    100.48,     62.01,    -99.99,    -99.99,     69.21,     34.03,    142.36,    426.04,   1067.01,      3.93,     42.84,    196.60,    -99.99,     40.65,    468.54,      9.41,     59.13,    121.69,     10.41,     82.55,     22.08,     59.38,     76.97,     60.87,    117.96,     14.63
192911,    116.52,     55.18,    -99.99,     17.98,     84.97,     10.44,     47.49,     45.28,     31.89,      7.14,    -99.99,     43.97,     92.39,    172.28,    -99.99,      8.66,     38.23,     17.70,    100.97,    -99.99,     54.42,    255.83,     79.41,     59.95,     54.08,    -99.99,    -99.99,     60.10,     31.55,    127.56,    297.67,    902.81,      2.80,     35.68,    141.88,    -99.99,     34.38,    442.04,      7.70,     50.12,    111.62,      7.87,     62.47,     17.73,     39.61,     60.01,     54.95,     75.31,      9.85
192912,    107.94,     49.65,    -99.99,     15.85,     79.06,      8.03,     41.30,     45.05,     27.15,      6.37,    -99.99,     40.20,     84.34,    143.40,    -99.99,      7.68,     34.01,     17.35,     86.28,    -99.99,     46.58,    208.87,     64.34,     41.89,     52.12,    -99.99,    -99.99,     51.08,     30.05,    118.58,    253.18,    817.32,      1.70,     30.59,    101.69,    -99.99,     28.69,    371.02,      6.50,     42.81,    102.50,      7.35,     54.21,     15.86,     30.67,     49.35,     56.63,     62.07,      8.30
193001,    101.80,     49.64,    -99.99,     16.10,     80.64,      7.54,     36.83,     45.20,     27.23,      6.56,    -99.99,     39.67,     85.41,    152.38,    -99.99,      7.10,     33.15,     18.79,     85.37,    -99.99,     47.87,    234.06,     66.59,     47.67,     51.91,    -99.99,    -99.99,     49.18,     28.33,    119.34,    272.48,    817.28,      1.70,     29.63,    109.34,    -99.99,     27.03,    376.32,      6.24,     42.56,    101.77,      7.26,     50.67,     16.21,     43.12,     46.35,     52.20,     65.15,      7.58
193002,    136.02,     52.28,    -99.99,     14.52,     87.51,      6.58,     47.15,     45.78,     29.83,      6.79,    -99.99,     41.45,     86.57,    164.60,    -99.99,      7.81,     35.47,     18.85,     89.81,    -99.99,     51.80,    259.69,     70.72,     48.14,     53.06,    -99.99,    -99.99,     51.86,     28.06,    118.19,    291.75,    827.04,      2.15,     20.50,    119.65,    -99.99,     30.09,    410.77,      9.36,     45.26,    105.25,      7.39,     52.80,     18.08,     51.73,     53.65,     53.19,     70.95,     12.38
193003,    123.19,     52.64,    -99.99,     14.68,     91.74,      7.97,     55.11,     48.22,     27.12,      6.72,    -99.99,     48.98,     86.75,    167.80,    -99.99,      8.25,     35.56,     20.24,     89.53,    -99.99,     54.14,    280.02,     74.03,     59.99,     53.67,    -99.99,    -99.99,     51.17,     29.33,    111.55,    315.58,    885.44,      1.60,     27.92,    124.22,    -99.99,     29.14,    458.47,      8.64,     49.16,    107.10,      7.05,     49.74,     18.05,     56.83,     55.03,     50.20,     78.59,     12.12
193004,    121.48,     53.96,    -99.99,     13.40,     95.11,     10.17,     63.24,     48.92,     26.92,      7.17,    -99.99,     50.94,     91.94,    184.91,    -99.99,      7.95,     36.59,     20.40,     94.79,    -99.99,     56.76,    303.97,     83.13,     76.53,     52.40,    -99.99,    -99.99,     51.54,     29.56,    135.29,    345.95,    954.99,      1.58,     29.53,    123.97,    -99.99,     30.07,    500.87,      9.30,     52.06,    111.74,      6.70,     48.27,     18.81,     58.87,     60.95,     53.77,     85.38,     12.88
193005,    126.25,     55.49,    -99.99,     11.76,     92.34,      7.91,     65.91,     49.78,     26.29,      7.07,    -99.99,     46.24,     93.40,    174.86,    -99.99,      7.13,     34.34,     22.06,     81.68,    -99.99,     60.24,    313.01,     75.81,     72.33,     48.42,    -99.99,    -99.99,     44.29,     26.86,    144.93,    356.98,    911.80,      2.10,     28.82,    115.75,    -99.99,     23.63,    527.90,      7.29,     49.80,    103.59,      6.97,     49.26,     19.25,     53.51,     55.13,     52.13,     84.08,     12.46
193006,    122.35,     57.16,    -99.99,     11.71,     93.64,     11.80,     63.19,     49.19,     24.29,      6.74,    -99.99,     43.80,    119.37,    170.21,    -99.99,      6.72,     34.98,     22.38,     81.49,    -99.99,     56.61,    297.68,     78.84,     66.29,     46.13,    -99.99,    -99.99,     46.68,     26.32,    138.72,    351.07,    915.48,      1.78,     26.23,    114.19,    -99.99,     20.73,    508.82,      5.75,     49.88,    104.09,      6.32,     49.19,     18.86,     50.18,     52.85,     50.38,     78.17,     11.38
193007,    128.24,     55.01,    -99.99,     10.07,     93.31,      9.70,     58.83,     52.10,     51.70,     16.88,    -99.99,     31.21,     81.74,    116.78,     19.69,      6.33,     28.77,     53.46,     73.19,    -99.99,     42.92,    211.75,     54.98,     42.58,     39.89,    -99.99,    -99.99,     42.56,     23.35,    120.23,    321.25,    916.69,      1.20,     21.24,     75.98,    -99.99,      9.48,    454.14,      2.61,     42.70,     89.00,      7.77,     41.04,     15.61,     47.45,     47.66,     43.02,     41.58,      9.93
193008,    129.74,     56.68,    -99.99,     10.07,     95.97,     10.98,     60.00,     52.68,     54.39,     17.42,    -99.99,     35.16,     85.73,    122.96,     22.48,      6.63,     31.16,     55.74,     75.34,    -99.99,     44.14,    220.20,     61.34,     45.72,     41.01,    -99.99,    -99.99,     43.94,     22.79,    126.94,    333.49,    928.36,      1.33,     22.62,     78.65,    -99.99,     11.39,    469.90,      2.87,     45.69,     91.51,      7.63,     42.08,     16.02,     50.63,     49.68,     42.66,     43.82,     10.49
193009,    131.35,     57.49,    -99.99,     11.00,     99.34,     11.64,     62.17,     50.85,     54.69,     16.88,    -99.99,     35.58,     92.87,    127.84,     21.12,      6.53,     30.24,     53.94,     73.16,    -99.99,     44.37,    223.80,     59.23,     45.36,     41.38,    -99.99,    -99.99,     37.66,     23.34,    124.48,    336.30,    943.67,      1.25,     23.51,     81.11,    -99.99,     10.78,    494.66,      2.97,     44.93,     91.40,      7.04,     44.13,     16.27,     51.04,     49.24,     38.73,     45.29,     10.56
193010,    114.71,     51.46,    -99.99,      9.65,     90.06,     10.37,     50.02,     50.43,     48.81,     16.12,    -99.99,     32.58,     84.16,    109.35,     15.04,      5.65,     24.96,     47.20,     65.36,    -99.99,     36.84,    177.59,     49.33,     31.36,     36.47,    -99.99,    -99.99,     34.15,     21.92,    106.06,    295.61,    884.75,      1.30,     20.92,     71.68,    -99.99,      8.84,    439.51,      2.15,     39.10,     83.24,      6.33,     39.25,     13.85,     44.04,     43.33,     32.80,     35.49,      9.21
