,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
192712,     48,      3,     16,      8,      3,     10,     13,      7,     17,     12,     16,     41,     21,     11,     40,     14,     16,      9,     46,     23,      5,      4,      7,      7,     75,      3,     36,      6,     15,      5
192801,     47,      3,     16,      8,      3,     10,     13,      7,     17,     12,     16,     41,     21,     11,     40,     14,     16,      9,     46,     23,      5,      4,      7,      7,     75,      3,     36,      6,     15,      5
192802,     47,      3,     16,      8,      3,     10,     13,      7,     17,     12,     16,     41,     21,     11,     40,     14,     16,      9,     46,     23,      5,      4,      7,      7,     75,      3,     36,      6,     15,      5
192803,     47,      3,     16,      8,      3,     10,     13,      6,     17,     12,     16,     41,     20,     11,     40,     14,     16,      9,     46,     22,      5,      4,      7,      7,     75,      3,     36,      6,     15,      5
192804,     47,      3,     16,      8,      3,     10,     13,      6,     17,     12,     16,     41,     20,     11,     40,     14,     16,      9,     46,     22,      5,      4,      7,      7,     75,      3,     36,      6,     15,      5
192805,     47,      3,     16,      8,      3,     10,     13,      6,     17,     12,     16,     41,     20,     11,     40,     14,     16,      9,     46,     22,      4,      4,      7,      7,     75,      3,     36,      6,     15,      5
192806,     47,      3,     16,      8,      3,     10,     13,      6,     17,     12,     16,     41,     20,     11,     40,     14,     16,      9,     46,     22,      4,      4,      7,      7,     75,      3,     35,      6,     15,      5
192807,     53,      3,     17,      9,      4,     10,     13,      6,     17,     15,     23,     43,     21,     12,     43,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     17,      5
192808,     53,      3,     17,      9,      4,     10,     13,      6,     17,     14,     23,     43,     21,     12,     42,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     17,      5
192809,     53,      3,     17,      9,      4,     10,     13,      6,     17,     14,     23,     43,     21,     12,     42,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     17,      5
192810,     53,      3,     17,      9,      4,     10,     13,      6,     17,     14,     23,     43,     21,     12,     42,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     16,      5
192811,     53,      3,     17,      9,      4,     10,     13,      6,     17,     14,     23,     43,     21,     12,     42,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     16,      5
192812,     52,      3,     17,      9,      4,     10,     13,      6,     17,     14,     23,     43,     21,     12,     42,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     16,      5
192901,     51,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     12,     41,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     15,      5
192902,     51,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     12,     41,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     15,      5
192903,     51,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     11,     41,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     14,      5
192904,     51,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     11,     41,     14,     16,      9,     47,     23,      4,      4,      7,     10,     73,      5,     39,      6,     14,      5
192905,     50,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     11,     41,     14,     16,      9,     47,     22,      4,      4,      7,     10,     73,      5,     39,      6,     14,      5
192906,     49,      3,     17,      9,      4,     10,     13,      5,     17,     14,     23,     43,     21,     11,     41,     14,     16,      9,     47,     22,      4,      4,      7,     10,     73,      5,     39,      6,     14,      5
192907,     57,      4,     17,     12,      7,     11,     17,      6,     19,     19,     29,     55,     25,     13,     47,     18,     17,     12,     49,     23,      4,      5,      7,     14,     74,      6,     48,      6,     21,      5
192908,     57,      4,     17,     12,      7,     11,     17,      6,     19,     19,     29,     55,     25,     13,     47,     17,     17,     12,     49,     23,      4,      5,      7,     14,     74,      6,     48,      6,     21,      5
192909,     57,      4,     17,     12,      7,     11,     17,      6,     19,     19,     29,     55,     25,     13,     47,     17,     17,     12,     49,     23,      4,      5,      7,     14,     74,      6,     48,      6,     20,      5
192910,     56,      4,     17,     12,      7,     11,     17,      6,     19,     19,     29,     55,     25,     13,     47,     17,     17,     12,     48,     22,      4,      5,      7,     14,     73,      6,     48,      6,     19,      5
192911,     55,      4,     17,     12,      7,     11,     17,      6,     19,     19,     29,     55,     25,     13,     47,     17,     17,     12,     48,     22,      4,      5,      7,     14,     73,      6,     48,      6,     19,      5
192912,     55,      4,     17,     11,      7,     11,     17,      6,     19,     18,     29,     55,     25,     13,     47,     17,     17,     12,     48,     22,      4,      4,      7,     14,     73,      6,     48,      6,     19,      5
193001,     55,      4,     17,     11,      7,     11,     17,      6,     19,     18,     29,     55,     25,     13,     47,     17,     17,     12,     47,     22,      4,      4,      7,     14,     73,      6,     48,      6,     18,      5
193002,     54,      4,     17,     11,      7,     11,     17,      6,     19,     18,     29,     55,     25,     13,     47,     17,     17,     12,     47,     22,      4,      4,      7,     14,     73,      6,     48,      6,     18,      4
193003,     54,      4,     17,     11,      7,     11,     17,      5,     19,     18,     29,     55,     25,     13,     46,     17,     17,     12,     47,     22,      4,      4,      7,     14,     73,      6,     48,      6,     18,      4
193004,     53,      4,     17,     11,      7,     11,     17,      5,     19,     18,     29,     54,     25,     13,     46,     17,     17,     12,     46,     22,      4,      4,      7,     14,     72,      6,     48,      6,     18,      4
193005,     53,      4,     17,     11,      7,     11,     17,      5,     19,     18,     29,     54,     25,     13,     46,     17,     17,     12,     46,     22,      4,      4,      7,     13,     72,      6,     48,      6,     18,      4
193006,     52,      4,     17,     10,      7,     11,     17,      4,     19,     18,     28,     54,     25,     13,     46,     17,     17,     12,     46,     22,      4,      4,      7,     13,     71,      6,     48,      6,     18,      4
193007,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     58,     32,     16,     52,     19,     17,     12,     47,     23,      4,      4,     11,     13,     75,      7,     55,      7,     29,      5
193008,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     58,     32,     16,     52,     19,     17,     12,     46,     23,      4,      4,     11,     13,     75,      7,     55,      7,     29,      5
193009,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     58,     32,     16,     52,     19,     17,     12,     45,     23,      4,      4,     11,     13,     75,      7,     55,      7,     29,      5
193010,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     57,     32,     16,     52,     19,     17,     12,     44,     23,      4,      4,     11,     13,     75,      7,     55,      7,     29,      5
193011,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     57,     32,     16,     51,     19,     17,     12,     44,     23,      4,      3,     11,     13,     74,      7,     55,      7,     29,      5
193012,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     57,     32,     16,     51,     19,     17,     12,     44,     23,      4,      3,     11,     13,     74,      7,     55,      7,     29,      5
193101,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     56,     31,     16,     51,     19,     17,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193102,     53,      4,     16,     12,      7,     15,     18,      5,     24,     19,     37,     56,     31,     16,     50,     18,     17,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193103,     52,      4,     16,     11,      7,     15,     18,      5,     24,     19,     37,     56,     31,     16,     50,     18,     17,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193104,     52,      4,     16,     11,      7,     15,     18,      5,     24,     19,     37,     56,     31,     15,     50,     18,     17,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193105,     52,      4,     16,     11,      7,     15,     18,      5,     24,     19,     37,     56,     31,     15,     49,     18,     17,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193106,     52,      4,     16,     11,      7,     15,     18,      5,     24,     19,     37,     56,     31,     15,     49,     18,     16,     12,     44,     23,      4,      3,     11,     13,     72,      7,     55,      7,     29,      5
193107,     55,      4,     17,     11,      8,     13,     17,      6,     27,     19,     41,     58,     33,     15,     50,     19,     16,     13,     44,     23,      4,      4,     11,     15,     73,      7,     57,      6,     31,      5
193108,     55,      4,     17,     11,      8,     13,     17,      6,     27,     19,     41,     58,     33,     15,     50,     19,     16,     13,     44,     23,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193109,     55,      4,     17,     11,      8,     13,     17,      6,     27,     19,     41,     58,     33,     15,     50,     19,     16,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193110,     54,      4,     17,     11,      8,     13,     17,      6,     26,     19,     41,     58,     33,     15,     50,     19,     15,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193111,     54,      4,     17,     11,      8,     13,     17,      6,     26,     19,     41,     58,     33,     15,     50,     19,     15,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193112,     54,      4,     17,     11,      8,     13,     17,      6,     26,     19,     40,     58,     32,     15,     49,     19,     14,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193201,     54,      4,     17,     11,      8,     13,     17,      6,     26,     19,     40,     58,     32,     15,     49,     19,     14,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193202,     54,      4,     17,     11,      8,     13,     17,      6,     26,     19,     40,     58,     32,     15,     49,     19,     14,     13,     44,     22,      4,      4,     11,     15,     72,      7,     57,      6,     31,      5
193203,     54,      4,     16,     11,      8,     13,     17,      6,     25,     19,     40,     58,     32,     15,     49,     19,     14,     13,     44,     22,      4,      4,     11,     15,     72,      7,     56,      6,     31,      5
193204,     53,      4,     16,     11,      8,     13,     17,      6,     25,     19,     40,     58,     32,     15,     49,     19,     14,     13,     43,     22,      4,      4,     11,     15,     70,      7,     56,      6,     29,      5
193205,     52,      4,     16,     11,      8,     13,     17,      6,     25,     19,     40,     58,     32,     15,     49,     19,     14,     13,     42,     22,      4,      4,     11,     15,     70,      7,     55,      6,     29,      5
193206,     51,      4,     16,     11,      8,     13,     16,      6,     25,     19,     39,     58,     32,     15,     49,     19,     14,     13,     42,     22,      4,      4,     11,     15,     70,      7,     53,      6,     27,      5
193207,     50,      4,     16,     12,      8,     16,     16,      6,     26,     20,     38,     58,     34,     15,     49,     19,     14,     12,     42,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193208,     48,      4,     16,     12,      8,     16,     16,      6,     26,     20,     38,     58,     34,     15,     48,     19,     14,     12,     42,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193209,     48,      4,     16,     12,      8,     16,     16,      6,     26,     19,     38,     58,     34,     15,     48,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193210,     48,      4,     16,     12,      8,     16,     16,      6,     26,     19,     38,     58,     34,     15,     48,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193211,     47,      4,     16,     12,      8,     16,     16,      6,     26,     19,     38,     58,     34,     15,     48,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193212,     46,      4,     16,     11,      7,     16,     16,      6,     26,     19,     38,     58,     34,     15,     47,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193301,     46,      4,     16,     11,      7,     16,     16,      6,     26,     19,     38,     58,     34,     15,     47,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     53,      7,     27,      5
193302,     46,      4,     16,     11,      7,     16,     16,      6,     26,     19,     38,     58,     34,     15,     47,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     52,      7,     27,      5
193303,     46,      4,     16,     11,      7,     16,     16,      6,     25,     19,     38,     58,     34,     15,     46,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     52,      7,     27,      5
193304,     46,      4,     16,     11,      7,     16,     16,      6,     25,     19,     38,     58,     34,     15,     46,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     52,      7,     27,      5
193305,     46,      4,     16,     11,      7,     16,     16,      6,     25,     19,     38,     57,     33,     15,     46,     19,     14,     12,     41,     22,      4,      4,     10,     15,     70,      7,     52,      7,     27,      5
193306,     46,      4,     16,     11,      7,     16,     16,      6,     25,     19,     38,     56,     32,     15,     44,     19,     14,     12,     40,     22,      4,      4,     10,     15,     70,      7,     50,      7,     27,      5
193307,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     16,     44,     19,     14,     13,     41,     22,      4,      5,     11,     15,     74,      7,     50,      7,     28,      5
193308,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     16,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     74,      7,     50,      7,     28,      5
193309,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     16,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     28,      5
193310,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     16,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     28,      5
193311,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     16,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     28,      5
193312,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     15,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     28,      5
193401,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     15,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193402,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     15,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193403,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     15,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193404,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     57,     33,     15,     44,     19,     14,     13,     41,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193405,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     56,     33,     15,     44,     19,     14,     13,     40,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193406,     48,      4,     15,     11,      8,     16,     16,      6,     25,     19,     40,     56,     33,     15,     44,     19,     14,     13,     40,     21,      4,      5,     11,     15,     73,      7,     50,      7,     27,      5
193407,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     40,     55,     34,     15,     44,     19,     14,     13,     41,     21,      4,      5,     12,     15,     77,      7,     52,      7,     29,      5
193408,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     40,     55,     34,     15,     44,     19,     14,     13,     41,     21,      4,      5,     12,     15,     77,      7,     52,      7,     29,      5
193409,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     40,     55,     34,     15,     44,     19,     14,     13,     41,     21,      4,      5,     12,     15,     77,      7,     52,      7,     29,      5
193410,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     55,     34,     15,     44,     19,     13,     13,     41,     21,      4,      5,     12,     15,     76,      7,     52,      7,     27,      5
193411,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     44,     19,     13,     13,     41,     21,      4,      5,     12,     15,     76,      7,     52,      7,     27,      5
193412,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     44,     19,     13,     13,     41,     21,      4,      5,     12,     15,     76,      7,     52,      7,     27,      5
193501,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     44,     19,     13,     13,     41,     21,      4,      5,     12,     15,     75,      7,     52,      7,     27,      5
193502,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     42,     19,     13,     13,     41,     21,      4,      5,     12,     15,     75,      7,     52,      7,     27,      5
193503,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     42,     19,     13,     13,     41,     21,      4,      5,     12,     15,     75,      7,     52,      7,     27,      5
193504,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     41,     19,     13,     13,     41,     21,      4,      5,     12,     15,     75,      7,     52,      7,     27,      5
193505,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     41,     19,     13,     13,     41,     21,      4,      5,     11,     15,     74,      7,     52,      7,     27,      5
193506,     48,      6,     16,     11,      8,     16,     15,      9,     25,     18,     39,     54,     34,     15,     41,     19,     13,     13,     41,     21,      4,      5,     11,     15,     74,      7,     52,      7,     27,      5
193507,     48,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     43,     20,     16,     13,     41,     21,      4,      5,     11,     15,     74,      7,     53,      7,     28,      5
193508,     48,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     16,     13,     41,     21,      4,      5,     11,     15,     74,      7,     53,      7,     28,      5
193509,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     41,     21,      4,      5,     11,     15,     74,      7,     53,      7,     27,      5
193510,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     41,     21,      4,      5,     11,     14,     74,      7,     53,      7,     27,      5
193511,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     41,     21,      4,      5,     11,     14,     74,      7,     53,      7,     27,      5
193512,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     40,     21,      4,      5,     11,     14,     74,      7,     53,      7,     27,      5
193601,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     40,     21,      4,      5,     11,     14,     74,      7,     53,      7,     27,      5
193602,     47,      6,     16,     11,      8,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     39,     21,      4,      5,     11,     14,     74,      7,     53,      7,     27,      5
193603,     47,      6,     16,     11,      7,     16,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     39,     21,      4,      5,     11,     14,     74,      7,     52,      7,     27,      5
193604,     47,      6,     16,     11,      7,     15,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     39,     21,      4,      5,     11,     14,     74,      7,     52,      7,     27,      5
193605,     47,      6,     16,     11,      7,     15,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     39,     21,      4,      5,     11,     14,     74,      7,     51,      7,     27,      5
193606,     47,      6,     16,     11,      7,     15,     15,      9,     25,     17,     38,     56,     33,     15,     42,     20,     15,     13,     39,     21,      4,      5,     11,     14,     74,      7,     51,      7,     27,      5
193607,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     39,     58,     37,     16,     43,     20,     17,     14,     40,     21,      4,      5,     11,     19,     76,      7,     54,      7,     29,      7
193608,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     38,     58,     37,     16,     43,     20,     17,     14,     40,     21,      4,      5,     11,     19,     75,      7,     54,      7,     29,      7
193609,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     38,     58,     37,     16,     43,     20,     17,     14,     40,     21,      4,      5,     11,     19,     75,      7,     54,      7,     29,      7
193610,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     39,     21,      4,      5,     11,     19,     74,      7,     54,      7,     29,      7
193611,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     39,     21,      4,      5,     11,     19,     74,      7,     54,      7,     29,      7
193612,     54,      9,     17,     11,      7,     16,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     38,     21,      4,      5,     11,     19,     74,      7,     54,      7,     29,      7
193701,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     38,     21,      4,      5,     11,     19,     74,      7,     54,      7,     26,      7
193702,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     38,     21,      4,      5,     11,     19,     74,      7,     54,      7,     26,      7
193703,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     57,     37,     16,     43,     20,     17,     14,     37,     21,      4,      5,     11,     19,     74,      7,     54,      7,     26,      7
193704,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     56,     37,     16,     43,     20,     17,     14,     37,     21,      4,      5,     11,     18,     74,      7,     54,      7,     26,      7
193705,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     56,     37,     16,     43,     20,     17,     14,     37,     21,      4,      5,     11,     18,     74,      7,     54,      7,     26,      7
193706,     54,      9,     17,     11,      7,     15,     15,     10,     26,     18,     38,     56,     37,     16,     43,     20,     17,     14,     37,     21,      4,      5,     11,     18,     74,      7,     54,      7,     26,      7
193707,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     38,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193708,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     38,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193709,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193710,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193711,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193712,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193801,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193802,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193803,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     17,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193804,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     39,     18,     45,     22,     16,     15,     37,     22,      4,      5,     12,     21,     76,      8,     57,      7,     31,      7
193805,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     38,     18,     45,     22,     16,     15,     37,     22,      4,      5,     12,     21,     75,      7,     57,      7,     31,      7
193806,     57,      9,     17,     11,      7,     18,     16,     12,     27,     19,     42,     62,     38,     18,     45,     22,     16,     15,     37,     22,      4,      5,     12,     21,     75,      7,     57,      7,     31,      7
193807,     57,      9,     17,     11,      7,     18,     17,     12,     29,     20,     43,     65,     38,     18,     48,     24,     19,     15,     39,     23,      5,      4,     12,     23,     76,      7,     58,      7,     33,      7
193808,     57,      9,     17,     11,      7,     18,     17,     12,     29,     19,     43,     64,     38,     18,     48,     24,     19,     15,     39,     23,      5,      4,     12,     23,     75,      7,     57,      7,     33,      7
193809,     57,      9,     17,     11,      7,     18,     17,     12,     29,     19,     43,     64,     38,     18,     48,     24,     19,     14,     39,     23,      5,      4,     12,     23,     75,      7,     57,      7,     33,      7
