Date,Open,High,Low,Close,Adj Close,Volume
1980-05-06,285.000000,285.000000,285.000000,285.000000,285.000000,0
1980-05-07,285.000000,285.000000,285.000000,285.000000,285.000000,0
1980-05-08,285.000000,285.000000,285.000000,285.000000,285.000000,0
1980-05-09,285.000000,285.000000,285.000000,285.000000,285.000000,0
1980-05-12,285.000000,285.000000,285.000000,285.000000,285.000000,0
1980-05-13,305.000000,325.000000,305.000000,305.000000,305.000000,10000
1980-05-14,305.000000,305.000000,305.000000,305.000000,305.000000,0
1980-05-15,310.000000,330.000000,310.000000,310.000000,310.000000,20000
1980-05-16,310.000000,330.000000,310.000000,310.000000,310.000000,10000
1980-05-19,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-05-20,310.000000,330.000000,310.000000,310.000000,310.000000,20000
1980-05-21,315.000000,335.000000,315.000000,315.000000,315.000000,20000
1980-05-22,315.000000,335.000000,315.000000,315.000000,315.000000,10000
1980-05-23,315.000000,315.000000,315.000000,315.000000,315.000000,0
1980-05-27,315.000000,315.000000,315.000000,315.000000,315.000000,0
1980-05-28,320.000000,340.000000,320.000000,320.000000,320.000000,10000
1980-05-29,320.000000,320.000000,320.000000,320.000000,320.000000,0
1980-05-30,320.000000,340.000000,320.000000,320.000000,320.000000,10000
1980-06-02,320.000000,330.000000,310.000000,310.000000,310.000000,20000
1980-06-03,310.000000,330.000000,310.000000,310.000000,310.000000,10000
1980-06-04,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-05,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-06,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-09,310.000000,330.000000,310.000000,310.000000,310.000000,10000
1980-06-10,315.000000,335.000000,315.000000,315.000000,315.000000,10000
1980-06-11,315.000000,315.000000,315.000000,315.000000,315.000000,0
1980-06-12,320.000000,340.000000,320.000000,320.000000,320.000000,20000
1980-06-13,320.000000,340.000000,320.000000,320.000000,320.000000,10000
1980-06-16,320.000000,320.000000,320.000000,320.000000,320.000000,0
1980-06-17,320.000000,340.000000,320.000000,320.000000,320.000000,10000
1980-06-18,320.000000,320.000000,320.000000,320.000000,320.000000,0
1980-06-19,320.000000,340.000000,320.000000,320.000000,320.000000,20000
1980-06-20,320.000000,330.000000,310.000000,310.000000,310.000000,10000
1980-06-23,310.000000,330.000000,310.000000,310.000000,310.000000,10000
1980-06-24,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-25,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-26,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-06-27,310.000000,325.000000,305.000000,305.000000,305.000000,30000
1980-06-30,305.000000,305.000000,305.000000,305.000000,305.000000,0
1980-07-01,305.000000,305.000000,305.000000,305.000000,305.000000,0
1980-07-02,305.000000,305.000000,305.000000,305.000000,305.000000,0
1980-07-03,305.000000,325.000000,305.000000,305.000000,305.000000,30000
1980-07-07,310.000000,325.000000,310.000000,310.000000,310.000000,10000
1980-07-08,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-07-09,310.000000,310.000000,310.000000,310.000000,310.000000,0
1980-07-10,315.000000,330.000000,315.000000,315.000000,315.000000,50000
1980-07-11,320.000000,335.000000,320.000000,320.000000,320.000000,20000
1980-07-14,325.000000,340.000000,325.000000,325.000000,325.000000,10000
1980-07-15,335.000000,345.000000,335.000000,335.000000,335.000000,20000
1980-07-16,335.000000,345.000000,330.000000,330.000000,330.000000,10000
1980-07-17,330.000000,345.000000,325.000000,325.000000,325.000000,10000
1980-07-18,325.000000,345.000000,325.000000,325.000000,325.000000,10000
1980-07-21,325.000000,325.000000,325.000000,325.000000,325.000000,0
1980-07-22,325.000000,325.000000,325.000000,325.000000,325.000000,0
1980-07-23,325.000000,325.000000,325.000000,325.000000,325.000000,0
1980-07-24,340.000000,360.000000,340.000000,340.000000,340.000000,10000
1980-07-25,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-07-28,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-07-29,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-07-30,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-07-31,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-08-01,340.000000,340.000000,340.000000,340.000000,340.000000,0
1980-08-04,345.000000,365.000000,345.000000,345.000000,345.000000,10000
1980-08-05,345.000000,345.000000,345.000000,345.000000,345.000000,0
1980-08-06,345.000000,360.000000,345.000000,345.000000,345.000000,40000
1980-08-07,345.000000,345.000000,345.000000,345.000000,345.000000,0
1980-08-08,360.000000,380.000000,360.000000,360.000000,360.000000,10000
1980-08-11,365.000000,380.000000,365.000000,365.000000,365.000000,10000
1980-08-12,375.000000,390.000000,375.000000,375.000000,375.000000,10000
1980-08-13,375.000000,375.000000,375.000000,375.000000,375.000000,0
1980-08-14,375.000000,375.000000,375.000000,375.000000,375.000000,0
1980-08-15,375.000000,375.000000,375.000000,375.000000,375.000000,0
1980-08-18,375.000000,390.000000,370.000000,370.000000,370.000000,10000
1980-08-19,370.000000,370.000000,370.000000,370.000000,370.000000,0
1980-08-20,370.000000,370.000000,370.000000,370.000000,370.000000,0
1980-08-21,385.000000,405.000000,385.000000,385.000000,385.000000,10000
1980-08-22,390.000000,405.000000,390.000000,390.000000,390.000000,10000
1980-08-25,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-08-26,390.000000,400.000000,385.000000,385.000000,385.000000,30000
1980-08-27,385.000000,405.000000,385.000000,385.000000,385.000000,10000
1980-08-28,385.000000,395.000000,380.000000,380.000000,380.000000,30000
1980-08-29,380.000000,380.000000,380.000000,380.000000,380.000000,0
1980-09-02,380.000000,380.000000,380.000000,380.000000,380.000000,0
1980-09-03,380.000000,380.000000,380.000000,380.000000,380.000000,0
1980-09-04,380.000000,380.000000,380.000000,380.000000,380.000000,0
1980-09-05,380.000000,380.000000,380.000000,380.000000,380.000000,0
1980-09-08,390.000000,405.000000,390.000000,390.000000,390.000000,10000
1980-09-09,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-09-10,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-09-11,400.000000,410.000000,400.000000,400.000000,400.000000,10000
1980-09-12,400.000000,415.000000,400.000000,400.000000,400.000000,10000
1980-09-15,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-09-16,400.000000,415.000000,400.000000,400.000000,400.000000,20000
1980-09-17,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-09-18,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-09-19,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-09-22,400.000000,415.000000,400.000000,400.000000,400.000000,10000
1980-09-23,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-09-24,400.000000,405.000000,390.000000,390.000000,390.000000,20000
1980-09-25,390.000000,405.000000,385.000000,385.000000,385.000000,10000
1980-09-26,385.000000,385.000000,385.000000,385.000000,385.000000,0
1980-09-29,385.000000,400.000000,385.000000,385.000000,385.000000,10000
1980-09-30,385.000000,385.000000,385.000000,385.000000,385.000000,0
1980-10-01,385.000000,385.000000,385.000000,385.000000,385.000000,0
1980-10-02,385.000000,385.000000,385.000000,385.000000,385.000000,0
1980-10-03,385.000000,400.000000,385.000000,385.000000,385.000000,10000
1980-10-06,390.000000,405.000000,390.000000,390.000000,390.000000,20000
1980-10-07,390.000000,410.000000,390.000000,390.000000,390.000000,20000
1980-10-08,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-10-09,390.000000,410.000000,390.000000,390.000000,390.000000,50000
1980-10-10,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-10-13,390.000000,390.000000,390.000000,390.000000,390.000000,0
1980-10-14,400.000000,415.000000,400.000000,400.000000,400.000000,10000
1980-10-15,400.000000,400.000000,400.000000,400.000000,400.000000,0
1980-10-16,405.000000,420.000000,405.000000,405.000000,405.000000,30000
1980-10-17,410.000000,425.000000,410.000000,410.000000,410.000000,10000
1980-10-20,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-10-21,425.000000,440.000000,425.000000,425.000000,425.000000,20000
1980-10-22,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-10-23,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-10-24,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-10-27,425.000000,435.000000,420.000000,420.000000,420.000000,10000
1980-10-28,420.000000,420.000000,420.000000,420.000000,420.000000,0
1980-10-29,420.000000,420.000000,420.000000,420.000000,420.000000,0
1980-10-30,420.000000,420.000000,420.000000,420.000000,420.000000,0
1980-10-31,420.000000,420.000000,420.000000,420.000000,420.000000,0
1980-11-03,420.000000,420.000000,405.000000,405.000000,405.000000,10000
1980-11-05,410.000000,420.000000,410.000000,410.000000,410.000000,20000
1980-11-06,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-07,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-10,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-11,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-12,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-13,410.000000,415.000000,400.000000,400.000000,400.000000,20000
1980-11-14,400.000000,420.000000,400.000000,400.000000,400.000000,50000
1980-11-17,410.000000,425.000000,410.000000,410.000000,410.000000,10000
1980-11-18,410.000000,410.000000,410.000000,410.000000,410.000000,0
1980-11-19,420.000000,435.000000,420.000000,420.000000,420.000000,20000
1980-11-20,420.000000,440.000000,420.000000,420.000000,420.000000,10000
1980-11-21,430.000000,445.000000,430.000000,430.000000,430.000000,10000
1980-11-24,430.000000,430.000000,430.000000,430.000000,430.000000,0
1980-11-25,430.000000,450.000000,430.000000,430.000000,430.000000,10000
1980-11-26,430.000000,430.000000,430.000000,430.000000,430.000000,0
1980-11-28,430.000000,430.000000,430.000000,430.000000,430.000000,0
1980-12-01,450.000000,465.000000,450.000000,450.000000,450.000000,10000
1980-12-02,450.000000,450.000000,450.000000,450.000000,450.000000,0
1980-12-03,450.000000,450.000000,450.000000,450.000000,450.000000,0
1980-12-04,460.000000,475.000000,460.000000,460.000000,460.000000,10000
1980-12-05,460.000000,460.000000,460.000000,460.000000,460.000000,0
1980-12-08,470.000000,490.000000,470.000000,470.000000,470.000000,30000
1980-12-09,470.000000,485.000000,470.000000,470.000000,470.000000,20000
1980-12-10,470.000000,475.000000,455.000000,455.000000,455.000000,10000
1980-12-11,445.000000,445.000000,425.000000,425.000000,425.000000,30000
1980-12-12,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-15,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-16,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-17,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-18,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-19,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-22,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-23,425.000000,425.000000,425.000000,425.000000,425.000000,0
1980-12-24,425.000000,435.000000,420.000000,420.000000,420.000000,10000
1980-12-26,420.000000,435.000000,420.000000,420.000000,420.000000,10000
1980-12-29,420.000000,435.000000,420.000000,420.000000,420.000000,30000
1980-12-30,425.000000,440.000000,425.000000,425.000000,425.000000,10000
1980-12-31,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-02,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-05,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-06,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-07,430.000000,445.000000,430.000000,430.000000,430.000000,20000
1981-01-08,430.000000,445.000000,425.000000,425.000000,425.000000,20000
1981-01-09,425.000000,445.000000,425.000000,425.000000,425.000000,20000
1981-01-12,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-13,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-14,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-15,425.000000,445.000000,425.000000,425.000000,425.000000,10000
1981-01-16,425.000000,445.000000,425.000000,425.000000,425.000000,10000
1981-01-19,425.000000,445.000000,425.000000,425.000000,425.000000,10000
1981-01-20,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-21,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-22,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-01-23,430.000000,445.000000,430.000000,430.000000,430.000000,10000
1981-01-26,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-01-27,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-01-28,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-01-29,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-01-30,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-02,430.000000,450.000000,430.000000,430.000000,430.000000,10000
1981-02-03,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-04,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-05,430.000000,450.000000,430.000000,430.000000,430.000000,10000
1981-02-06,430.000000,445.000000,430.000000,430.000000,430.000000,20000
1981-02-09,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-10,430.000000,445.000000,430.000000,430.000000,430.000000,30000
1981-02-11,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-12,430.000000,430.000000,430.000000,430.000000,430.000000,0
1981-02-13,430.000000,445.000000,425.000000,425.000000,425.000000,20000
1981-02-17,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-02-18,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-02-19,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-02-20,425.000000,425.000000,425.000000,425.000000,425.000000,0
1981-02-23,435.000000,455.000000,435.000000,435.000000,435.000000,10000
1981-02-24,445.000000,465.000000,445.000000,445.000000,445.000000,10000
1981-02-25,455.000000,475.000000,455.000000,455.000000,455.000000,20000
1981-02-26,480.000000,495.000000,480.000000,480.000000,480.000000,10000
1981-02-27,485.000000,500.000000,485.000000,485.000000,485.000000,10000
1981-03-02,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-03,485.000000,500.000000,485.000000,485.000000,485.000000,10000
1981-03-04,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-05,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-06,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-09,485.000000,500.000000,485.000000,485.000000,485.000000,40000
1981-03-10,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-11,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-12,485.000000,505.000000,485.000000,485.000000,485.000000,10000
1981-03-13,485.000000,500.000000,485.000000,485.000000,485.000000,50000
1981-03-16,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-03-17,485.000000,495.000000,480.000000,480.000000,480.000000,10000
1981-03-18,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-03-19,480.000000,495.000000,475.000000,475.000000,475.000000,10000
1981-03-20,475.000000,475.000000,475.000000,475.000000,475.000000,0
1981-03-23,475.000000,490.000000,475.000000,475.000000,475.000000,20000
1981-03-24,475.000000,490.000000,475.000000,475.000000,475.000000,50000
1981-03-25,475.000000,475.000000,475.000000,475.000000,475.000000,0
1981-03-26,480.000000,495.000000,480.000000,480.000000,480.000000,20000
1981-03-27,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-03-30,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-03-31,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-04-01,485.000000,505.000000,485.000000,485.000000,485.000000,10000
1981-04-02,495.000000,510.000000,495.000000,495.000000,495.000000,70000
1981-04-03,495.000000,495.000000,495.000000,495.000000,495.000000,0
1981-04-06,495.000000,510.000000,495.000000,495.000000,495.000000,10000
1981-04-07,495.000000,495.000000,495.000000,495.000000,495.000000,0
1981-04-08,495.000000,510.000000,490.000000,490.000000,490.000000,10000
1981-04-09,500.000000,510.000000,500.000000,500.000000,500.000000,20000
1981-04-10,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-04-13,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-04-14,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-04-15,500.000000,510.000000,495.000000,495.000000,495.000000,10000
1981-04-16,495.000000,505.000000,490.000000,490.000000,490.000000,10000
1981-04-20,490.000000,490.000000,490.000000,490.000000,490.000000,0
1981-04-21,495.000000,510.000000,495.000000,495.000000,495.000000,20000
1981-04-22,495.000000,510.000000,495.000000,495.000000,495.000000,30000
1981-04-23,500.000000,515.000000,500.000000,500.000000,500.000000,20000
1981-04-24,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-04-27,510.000000,525.000000,510.000000,510.000000,510.000000,30000
1981-04-28,510.000000,525.000000,510.000000,510.000000,510.000000,10000
1981-04-29,515.000000,535.000000,515.000000,515.000000,515.000000,10000
1981-04-30,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-05-01,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-05-04,520.000000,540.000000,520.000000,520.000000,520.000000,10000
1981-05-05,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-06,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-07,520.000000,540.000000,520.000000,520.000000,520.000000,20000
1981-05-08,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-11,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-12,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-13,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-14,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-15,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-05-18,525.000000,540.000000,525.000000,525.000000,525.000000,20000
1981-05-19,525.000000,535.000000,520.000000,520.000000,520.000000,20000
1981-05-20,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-21,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-22,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-26,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-27,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-28,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-05-29,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-06-01,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-06-02,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-03,525.000000,540.000000,525.000000,525.000000,525.000000,20000
1981-06-04,525.000000,525.000000,525.000000,525.000000,525.000000,0
1981-06-05,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-08,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-09,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-10,525.000000,525.000000,525.000000,525.000000,525.000000,0
1981-06-11,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-12,525.000000,540.000000,525.000000,525.000000,525.000000,20000
1981-06-15,525.000000,540.000000,525.000000,525.000000,525.000000,10000
1981-06-16,525.000000,540.000000,525.000000,525.000000,525.000000,20000
1981-06-17,525.000000,525.000000,525.000000,525.000000,525.000000,0
1981-06-18,525.000000,535.000000,520.000000,520.000000,520.000000,10000
1981-06-19,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-06-22,520.000000,530.000000,520.000000,520.000000,520.000000,100000
1981-06-23,520.000000,530.000000,515.000000,515.000000,515.000000,20000
1981-06-24,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-06-25,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-06-26,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-06-29,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-06-30,515.000000,525.000000,510.000000,510.000000,510.000000,10000
1981-07-01,510.000000,525.000000,510.000000,510.000000,510.000000,20000
1981-07-02,510.000000,515.000000,500.000000,500.000000,500.000000,10000
1981-07-06,500.000000,505.000000,490.000000,490.000000,490.000000,10000
1981-07-07,490.000000,505.000000,490.000000,490.000000,490.000000,30000
1981-07-08,490.000000,505.000000,490.000000,490.000000,490.000000,10000
1981-07-09,490.000000,490.000000,490.000000,490.000000,490.000000,0
1981-07-10,490.000000,500.000000,480.000000,480.000000,480.000000,10000
1981-07-13,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-07-14,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-07-15,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-07-16,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-07-17,480.000000,480.000000,480.000000,480.000000,480.000000,0
1981-07-20,480.000000,490.000000,470.000000,470.000000,470.000000,40000
1981-07-21,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-07-22,470.000000,490.000000,470.000000,470.000000,470.000000,20000
1981-07-23,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-07-24,470.000000,490.000000,470.000000,470.000000,470.000000,30000
1981-07-27,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-07-28,480.000000,495.000000,480.000000,480.000000,480.000000,10000
1981-07-29,480.000000,500.000000,480.000000,480.000000,480.000000,20000
1981-07-30,485.000000,500.000000,485.000000,485.000000,485.000000,10000
1981-07-31,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-03,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-04,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-05,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-06,485.000000,505.000000,485.000000,485.000000,485.000000,10000
1981-08-07,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-10,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-11,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-08-12,500.000000,520.000000,500.000000,500.000000,500.000000,10000
1981-08-13,520.000000,535.000000,520.000000,520.000000,520.000000,60000
1981-08-14,520.000000,520.000000,520.000000,520.000000,520.000000,0
1981-08-17,520.000000,530.000000,515.000000,515.000000,515.000000,10000
1981-08-18,515.000000,530.000000,515.000000,515.000000,515.000000,10000
1981-08-19,515.000000,530.000000,515.000000,515.000000,515.000000,10000
1981-08-20,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-08-21,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-08-24,515.000000,515.000000,515.000000,515.000000,515.000000,0
1981-08-25,515.000000,520.000000,500.000000,500.000000,500.000000,10000
1981-08-26,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-08-27,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-08-28,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-08-31,500.000000,500.000000,500.000000,500.000000,500.000000,0
1981-09-01,500.000000,505.000000,485.000000,485.000000,485.000000,10000
1981-09-02,485.000000,500.000000,485.000000,485.000000,485.000000,10000
1981-09-03,485.000000,500.000000,485.000000,485.000000,485.000000,10000
1981-09-04,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-08,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-09,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-10,485.000000,505.000000,485.000000,485.000000,485.000000,20000
1981-09-11,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-14,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-15,485.000000,500.000000,485.000000,485.000000,485.000000,20000
1981-09-16,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-17,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-18,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-21,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-22,485.000000,485.000000,485.000000,485.000000,485.000000,0
1981-09-23,485.000000,495.000000,475.000000,475.000000,475.000000,10000
1981-09-24,475.000000,475.000000,475.000000,475.000000,475.000000,0
1981-09-25,475.000000,480.000000,465.000000,465.000000,465.000000,10000
1981-09-28,465.000000,480.000000,460.000000,460.000000,460.000000,10000
1981-09-29,460.000000,480.000000,460.000000,460.000000,460.000000,10000
1981-09-30,460.000000,480.000000,460.000000,460.000000,460.000000,10000
1981-10-01,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-02,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-05,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-06,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-07,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-08,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-09,460.000000,460.000000,460.000000,460.000000,460.000000,0
1981-10-12,465.000000,480.000000,465.000000,465.000000,465.000000,10000
1981-10-13,465.000000,465.000000,465.000000,465.000000,465.000000,0
1981-10-14,470.000000,485.000000,470.000000,470.000000,470.000000,50000
1981-10-15,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-10-16,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-10-19,470.000000,470.000000,470.000000,470.000000,470.000000,0
1981-10-20,470.000000,470.000000,470.000000,470.000000,470.000000,0
