"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bangladesh,BGD,65.31973171,65.79034146,66.23990244,66.67092683,67.08597561,67.48956098,67.88726829,68.28314634,68.68070732,69.08192683,69.48580488,69.89180488,70.29485366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Barbados,BRB,73.0194878,73.21287805,73.4017561,73.58765854,73.77004878,73.94895122,74.12482927,74.29721951,74.46758537,74.63543902,74.80178049,74.96714634,75.13202439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belarus,BLR,68.91219512,68.50731707,68.05609756,68.55365854,68.95609756,68.85121951,69.40487805,70.20341463,70.45609756,70.40731707,70.40487805,70.55365854,71.96585366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belgium,BEL,77.72195122,77.97317073,78.07560976,78.12926829,78.87804878,78.9804878,79.3804878,79.78292683,79.6804878,79.98292683,80.23414634,80.58536585,80.38536585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Belize,BLZ,70.53904878,70.82443902,71.13695122,71.45339024,71.7594878,72.04631707,72.31236585,72.56373171,72.80770732,73.0432439,73.2704878,73.48780488,73.69914634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Benin,BEN,55.1882439,55.4664878,55.81431707,56.20807317,56.63317073,57.06697561,57.48687805,57.87387805,58.216,58.5067561,58.74668293,58.94490244,59.1194878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bermuda,BMU,77.88536585,77.88536585,78.08780488,78.33414634,78.48536585,78.68536585,78.88780488,78.93414634,79.23658537,79.38843902,79.28853659,81.15268293,81.67780488
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bhutan,BTN,60.29080488,61.0447561,61.80019512,62.55412195,63.3005122,64.02641463,64.71831707,65.36573171,65.96268293,66.50768293,67.00468293,67.46073171,67.88926829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bolivia,BOL,62.95460976,63.31553659,63.67160976,64.02026829,64.3635122,64.70078049,65.03309756,65.36190244,65.68570732,66.00546341,66.31970732,66.62692683,66.92663415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bosnia and Herzegovina,BIH,74.66917073,74.92109756,74.98714634,75.0104878,75.04107317,75.11239024,75.23095122,75.3704878,75.51097561,75.65587805,75.80668293,75.96241463,76.12114634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Botswana,BWA,50.48963415,49.41117073,48.49968293,47.7454878,47.15543902,46.72695122,46.44797561,46.29609756,46.25036585,46.30026829,46.44029268,46.66895122,46.99070732
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brazil,BRA,70.25739024,70.56965854,70.86956098,71.15960976,71.44178049,71.71853659,71.99178049,72.26290244,72.53387805,72.80417073,73.07531707,73.34736585,73.61787805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Brunei Darussalam,BRN,76.03095122,76.23880488,76.44263415,76.6424878,76.83931707,77.03268293,77.22460976,77.41609756,77.60619512,77.79787805,77.98865854,78.18102439,78.37346341
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Bulgaria,BGR,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burkina Faso,BFA,50.4827561,50.85807317,51.2727561,51.71756098,52.18278049,52.65870732,53.13968293,53.61968293,54.09419512,54.55768293,55.0067561,55.4404878,55.86202439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Burundi,BDI,48.20802439,48.49492683,48.80356098,49.15695122,49.55809756,50.007,50.49960976,51.02146341,51.55658537,52.09407317,52.62402439,53.13656098,53.6287561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cambodia,KHM,61.88726829,62.87502439,63.90914634,64.96756098,66.02470732,67.04312195,67.98282927,68.82095122,69.54404878,70.14819512,70.64336585,71.05109756,71.40882927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cameroon,CMR,51.93587805,51.75719512,51.65526829,51.63904878,51.7164878,51.88904878,52.1502439,52.47914634,52.85582927,53.26485366,53.69482927,54.13736585,54.5875122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,79.23658537,79.48780488,79.5902439,79.83902439,80.14146341,80.29268293,80.64390244,80.36987805,80.54321951,80.71709756,80.8934878,81.06831707,81.23804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cabo Verde,CPV,69.5912439,70.04778049,70.50814634,70.96826829,71.42260976,71.86658537,72.29609756,72.71063415,73.10963415,73.49158537,73.85697561,74.20682927,74.54373171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central African Republic,CAF,43.69231707,43.78739024,43.96358537,44.22390244,44.56782927,44.99592683,45.50819512,46.0912439,46.72912195,47.40492683,48.09873171,48.79304878,49.47539024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,46.68717073,46.78702439,46.92970732,47.12314634,47.36978049,47.67156098,48.028,48.42717073,48.85717073,49.30753659,49.76985366,50.23619512,50.70058537
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,77.52460976,77.78521951,78.0532439,78.32314634,78.58843902,78.84312195,79.08021951,79.29726829,79.49482927,79.67139024,79.8314878,79.97863415,80.11982927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,76.75856098,77.13104878,77.4615122,77.73792683,77.95980488,78.13721951,78.2897561,78.44297561,78.61741463,78.81858537,79.05046341,79.3065122,79.57265854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,72.14073171,72.61978049,73.06960976,73.46509756,73.79370732,74.05390244,74.25631707,74.42407317,74.57982927,74.73163415,74.88502439,75.042,75.1995122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,70.98721951,71.25790244,71.51729268,71.771,72.01860976,72.26060976,72.49558537,72.72304878,72.94353659,73.15807317,73.36768293,73.57385366,73.77707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,57.87943902,58.11380488,58.34870732,58.58314634,58.81804878,59.05239024,59.28604878,59.519,59.74970732,59.97817073,60.20341463,60.4254878,60.644
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",ZAR,46.35573171,46.67804878,47.01914634,47.3314878,47.59912195,47.82160976,48.01553659,48.2135122,48.43958537,48.69780488,48.98768293,49.30070732,49.62326829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,52.30192683,52.4412439,52.69217073,53.04880488,53.49965854,54.03329268,54.63426829,55.27617073,55.93404878,56.5844878,57.20402439,57.77521951,58.29656098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,77.7344878,77.89580488,78.04409756,78.18239024,78.31417073,78.44602439,78.5845122,78.73465854,78.9004878,79.0825122,79.27970732,79.48956098,79.70502439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,46.45390244,46.27312195,46.28358537,46.46295122,46.791,47.23229268,47.74265854,48.27370732,48.78663415,49.25682927,49.67529268,50.04756098,50.40173171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,76.66895122,76.87180488,77.07190244,77.27768293,77.49014634,77.70690244,77.92509756,78.13743902,78.34104878,78.534,78.71778049,78.89382927,79.06702439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,..,..,..,..,..,..,74.7097561,75.36341463,75.3097561,76.15609756,..,77.47317073,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,77.97165854,78.10197561,78.22926829,78.35304878,78.47634146,78.60119512,78.72914634,78.86373171,79.00495122,79.15382927,79.30982927,79.47195122,79.63712195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,57.01034146,57.0882439,57.22056098,57.41121951,57.66363415,57.98129268,58.36417073,58.80034146,59.27587805,59.77731707,60.29119512,60.80307317,61.30397561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..,..,76.59756098,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,70.63273171,70.83743902,71.04831707,71.26085366,71.47507317,71.69141463,71.90934146,72.12931707,72.34978049,72.57121951,72.79214634,73.01304878,73.23297561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,73.35685366,73.69739024,73.99058537,74.239,74.44714634,74.629,74.80004878,74.97873171,75.1765122,75.39934146,75.64770732,75.91660976,76.19256098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,68.5912439,68.78643902,68.95168293,69.1074878,69.26382927,69.43114634,69.61390244,69.80856098,70.01360976,70.22802439,70.45082927,70.67856098,70.9072439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,69.55878049,69.75082927,69.95195122,70.14958537,70.34773171,70.54639024,70.75056098,70.9602439,71.17795122,71.40265854,71.63441463,71.86870732,72.10453659
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,47.76370732,47.83773171,47.9765122,48.19097561,48.48709756,48.86836585,49.32782927,49.84507317,50.39573171,50.96536585,51.53307317,52.08490244,52.61290244
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,56.02653659,56.58985366,57.119,57.62843902,58.12819512,58.62678049,59.1292439,59.63621951,60.1472439,60.66336585,61.18509756,61.71092683,62.23478049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,52.24114634,52.94695122,53.73487805,54.60885366,55.56134146,56.57180488,57.61521951,58.65365854,59.65626829,60.60014634,61.46795122,62.25285366,62.96595122
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faeroe Islands,FRO,78.43658537,78.6902439,78.84390244,78.99512195,79.14390244,79.34146341,79.64146341,79.93902439,80.1902439,80.39268293,80.64390244,80.84634146,81.09756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,67.60585366,67.788,67.96709756,68.14314634,68.31768293,68.49178049,68.666,68.84239024,69.021,69.20080488,69.38231707,69.56397561,69.74473171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,72.45,72.80068293,73.15263415,73.51056098,73.87031707,74.22668293,74.56995122,74.89097561,75.18517073,75.45197561,75.69339024,75.91602439,76.12902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,59.68802439,59.49631707,59.42292683,59.48429268,59.68385366,60.00914634,60.4312439,60.90373171,61.38570732,61.85270732,62.2897561,62.69334146,63.07392683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,55.17121951,55.4977561,55.82129268,56.14185366,56.45590244,56.76192683,57.05792683,57.34387805,57.61880488,57.88168293,58.1335122,58.37480488,58.60707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,71.63034146,71.92978049,72.21207317,72.47173171,72.7057561,72.91070732,73.08907317,73.24843902,73.39680488,73.53773171,73.67473171,73.80978049,73.94487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.74146341,80.89268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,56.98758537,57.14760976,57.42192683,57.78665854,58.22485366,58.70453659,59.18670732,59.63785366,60.02995122,60.35102439,60.59956098,60.78858537,60.94712195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,77.88780488,78.38780488,78.64146341,78.84146341,79.03902439,79.23902439,79.43902439,79.43902439,79.93902439,80.18780488,80.38780488,80.73170732,80.63414634
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,66.89268293,67.55219512,68.10707317,68.38487805,68.75609756,69.17512195,69.46878049,69.94243902,70.18317073,70.44243902,70.83682927,71.00170732,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,70.25312195,70.47446341,70.70580488,70.94114634,71.17646341,71.4067561,71.625,71.82868293,72.01480488,72.18336585,72.33687805,72.47636585,72.61034146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,75.09802439,75.4527561,75.79865854,76.13126829,76.44768293,76.74753659,77.03256098,77.30741463,77.57573171,77.83904878,78.10085366,78.36058537,78.61856098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,67.74121951,68.2204878,68.64585366,69.01519512,69.33190244,69.60897561,69.86441463,70.11926829,70.38914634,70.68104878,70.99597561,71.32790244,71.66385366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,51.24992683,51.27629268,51.44063415,51.74902439,52.19458537,52.74512195,53.34953659,53.94370732,54.47843902,54.93187805,55.298,55.59019512,55.84465854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,51.44692683,51.6097561,51.7815122,51.96643902,52.16609756,52.38085366,52.60829268,52.84370732,53.08173171,53.32060976,53.55843902,53.79609756,54.03363415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,63.4847561,63.64104878,63.82421951,64.03570732,64.27331707,64.52917073,64.79126829,65.04721951,65.28719512,65.50560976,65.7024878,65.88007317,66.04626829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,57.42278049,57.69521951,58.01126829,58.38192683,58.80712195,59.28378049,59.80182927,60.33721951,60.87041463,61.38492683,61.8667561,62.30597561,62.70265854
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,70.48414634,70.69707317,70.8905122,71.07746341,71.26790244,71.47331707,71.70268293,71.9565122,72.23434146,72.5342439,72.85031707,73.17319512,73.49343902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,80.87804878,81.42439024,81.47804878,81.32926829,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,62.16185366,62.55663415,62.94934146,63.34004878,63.72426829,64.09758537,64.45509756,64.79385366,65.11339024,65.41319512,65.6942439,65.9584878,66.21085366
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,67.25121951,67.58573171,67.91426829,68.23631707,68.55039024,68.85443902,69.14595122,69.42290244,69.68529268,69.93309756,70.16785366,70.39156098,70.6072439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,69.60770732,70.0042439,70.40119512,70.78136585,71.14534146,71.49331707,71.8295122,72.15860976,72.4842439,72.80792683,73.13014634,73.44931707,73.76273171
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,70.82992683,70.66741463,70.43104878,70.12356098,69.76865854,69.40790244,69.09156098,68.85946341,68.73468293,68.72795122,68.8297561,69.01578049,69.24192683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.89512195
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMY,..,..,77.96585366,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,70.47129268,70.60460976,70.77573171,70.98168293,71.21843902,71.47841463,71.75607317,72.04080488,72.32302439,72.59414634,72.84712195,73.07639024,73.2824878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,71.7797561,71.95636585,72.1324878,72.30460976,72.4737561,72.63890244,72.80104878,72.96119512,73.11978049,73.27834146,73.43587805,73.59187805,73.74739024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,52.84012195,52.77714634,52.95246341,53.34546341,53.93460976,54.69734146,55.60119512,56.59234146,57.61304878,58.61504878,59.54707317,60.37090244,61.08317073
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,64.60646341,64.9567561,65.293,65.6207561,65.94302439,66.26326829,66.58395122,66.90656098,67.23058537,67.557,67.88382927,68.20960976,68.53234146
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. Rep.",PRK,64.98256098,65.80365854,66.64829268,67.3542439,67.85982927,68.1565122,68.29173171,68.37417073,68.48939024,68.66097561,68.89792683,69.18880488,69.50063415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,75.83536585,76.34195122,76.83902439,77.2502439,77.84658537,78.43268293,78.96926829,79.3495122,79.83268293,80.29731707,80.55121951,80.96707317,81.21341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,KSV,67.95121951,67.99756098,67.94390244,68.19512195,68.44634146,68.69512195,68.94634146,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,73.35521951,73.43380488,73.51092683,73.58656098,73.66221951,73.73831707,73.81682927,73.89870732,73.98292683,74.07,74.16192683,74.2582439,74.359
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,68.55853659,68.70731707,68.10731707,68.25609756,68.15365854,67.95609756,67.69512195,67.84634146,68.45121951,69.10243902,69.3,69.60243902,70.00243902
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,61.64446341,62.27,62.86602439,63.43504878,63.97853659,64.50046341,65.00382927,65.49158537,65.96878049,66.43639024,66.89843902,67.35495122,67.80592683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,70.31463415,70.76097561,70.96097561,71.26585366,72.02682927,71.35609756,70.86585366,71.0195122,72.4195122,73.0804878,73.48292683,73.57560976,73.77804878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,74.39082927,74.89492683,75.4212439,75.96626829,76.52165854,77.07158537,77.59673171,78.08331707,78.52241463,78.91007317,79.25278049,79.55892683,79.84636585
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,47.18297561,45.67168293,44.5434878,43.8247561,43.53346341,43.65773171,44.14834146,44.88221951,45.7392439,46.63458537,47.48341463,48.2197561,48.836
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,52.40912195,52.53346341,52.81080488,53.32865854,54.0962439,55.06617073,56.14039024,57.18821951,58.1074878,58.85919512,59.43431707,59.85987805,60.20639024
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,71.96621951,72.30119512,72.634,72.95965854,73.27473171,73.57629268,73.85841463,74.12065854,74.36307317,74.58568293,74.7924878,74.98746341,75.17604878
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,72.0195122,71.65853659,71.76097561,72.06097561,71.96097561,71.25365854,71.05609756,70.9,71.81219512,72.91463415,73.26829268,73.56341463,73.86341463
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,77.87317073,77.82439024,77.96585366,77.72682927,79.12195122,79.43170732,79.28780488,79.38292683,80.53902439,80.63658537,80.63170732,80.98780488,81.39268293
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,77.62282927,77.83465854,78.04197561,78.24629268,78.44812195,78.64902439,78.85156098,79.05726829,79.26614634,79.47770732,79.69295122,79.90982927,80.12778049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macedonia, FYR",MKD,73.24219512,73.4557561,73.64734146,73.8155122,73.9607561,74.08890244,74.20673171,74.32295122,74.44590244,74.57846341,74.72214634,74.8745122,75.03126829
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,58.47280488,59.11360976,59.69917073,60.2355122,60.72870732,61.18678049,61.62236585,62.048,62.4747561,62.90765854,63.34973171,63.79890244,64.24863415
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,46.03421951,46.28092683,46.7112439,47.31204878,48.06580488,48.93997561,49.89058537,50.86329268,51.80573171,52.683,53.46570732,54.13995122,54.72378049
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,72.85141463,73.03136585,73.20419512,73.36987805,73.52997561,73.687,73.84304878,74.00068293,74.16146341,74.32592683,74.49558537,74.66839024,74.84229268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,69.46160976,70.51185366,71.52341463,72.46621951,73.32380488,74.08456098,74.74960976,75.33743902,75.86709756,76.34641463,76.78631707,77.19287805,77.57382927
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,49.0554878,49.52429268,50.02390244,50.53080488,51.033,51.52253659,51.99443902,52.45382927,52.9032439,53.34219512,53.77073171,54.19082927,54.60392683
