,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
192809,   2.58,  -1.78,   0.88,   8.62,  -0.62,   7.77,   0.63,  -0.06,   5.85,   9.38,   5.77,  10.06,   8.56,   4.50,   8.55,   6.01,   5.96,   2.93,   8.44,   4.94,   0.50,   0.82,   1.04,   4.66,   1.77,   4.31,   3.21,   2.94,   8.81,  -3.95
192810,  -0.15,   2.08,   8.22,  -1.06,   4.04,   2.10,  -0.91,   0.25,  -0.98,  14.38,   2.49,   6.04,  -0.11,   0.65,   0.83,  -5.48,   6.48,  -4.22,   3.56,  -2.22,   7.54,  -0.56,   3.80,  -5.11,  -2.64,   9.46,   4.98,  -1.36,   4.07,  -4.07
192811,  10.90,   6.56,   5.31,  18.18,   2.45,  17.18,   3.80,   3.51,  11.67,  10.21,   8.83,  16.23,  13.71,  16.69,  12.75,  13.90,  10.29,  13.55,  14.81,  18.29,   8.89,   7.69,   9.83,   3.31,   9.80,  23.64,   9.18,   9.37,  11.85,   2.23
192812,  -1.49,  -5.54,   5.41,  -3.74,  -0.87,  -4.38,  -2.71,  -0.48,   3.02,  -4.32,  -0.76,   1.91,   6.93,   2.74,   4.60,  -0.37,  -0.54,  -0.58,  -8.36,   2.32,  -2.12,  -6.86,   5.19,  -1.53,  -1.57,  -2.79,   0.76,  -2.30,   0.01,   1.82
192901,   3.13,   6.04,   1.44,   6.70,   0.66,  -0.05,  -1.63,   4.61,  11.47,   0.83,   6.48,   5.85,   4.59,   7.85,   2.87,   3.49,   3.55,  -1.16,  -7.27,  15.63,   7.86,  -2.25,   6.52,   6.57,   5.49,  -2.95,  -2.06,  -1.24,  11.94,   1.58
192902,  -2.56,  -2.48,  -1.72,   0.32,  -3.56,  -1.47,  -3.74,  -0.07,  -0.51,  -1.12,  -0.97,   7.73,   7.12,   7.96,  -0.65,  -1.81,   6.80,   8.26,  -0.42,  -1.52,  -1.51,   6.51,   1.41,  -1.42,  -1.58,  -5.47,  -0.45,   1.12,   5.40,  -3.23
192903,  -5.88,  -1.28,  -3.97, -13.60,  -7.44,  -5.69,  -6.93,  -0.50,  -3.49,  -4.21,  -4.10,  -1.87,  -5.87,   9.63,  -6.34,   5.81,  -5.06, -12.97,   8.69,  -2.13,  10.14,  -2.51,  -1.22,  -5.39,  -4.46, -12.66,  -5.33,  -4.08,  -0.90,  -5.25
192904,   2.80,  10.00,  -3.30,  -1.55,   2.06,  -0.10,   3.96,   2.42,   5.26,   5.21,   5.72,  -0.48,   3.03,   3.75,  -3.07,   0.26,  -6.21,  -2.39,   2.00,   4.06,  -2.60,  26.86,   6.17,   0.21,   1.56,   3.52,  -0.80,   9.73,   1.29,  -5.28
192905,  -7.55, -13.90,  -6.15, -11.38,   2.13, -11.19,  -7.70,  -6.92,  -7.11, -11.87, -12.57, -14.42, -11.83,  -4.19, -16.20, -12.08, -16.27,  -8.81,  -8.21,   2.77,  -7.24, -13.26,  -4.65, -15.35,  -3.62,  -5.28,  -9.91,  -4.02,  -6.43,  -7.24
192906,   6.02,  11.61,  -0.05,   2.89,   8.53,  14.25,   7.35,   4.73,  17.27,  -0.43,   5.31,  11.37,  13.62,  13.35,   7.60,   8.86,   6.73,   2.71,   3.06,  22.76,   6.37,  10.75,  13.45,  18.47,   4.31,  -1.88,   6.68,  17.46,  10.30,  -0.66
192907,   6.04,   1.87,   0.70,  -6.51,   0.66,   2.77,  -7.82,   3.11,   1.19,  -4.98,   0.67,   3.37,   3.35,   5.99,  -4.62,   3.11,  -3.16,  10.80,  -0.58,   7.56,  10.42,  10.84,   7.47,   3.99,   4.39,  -3.44,   0.95,  -0.48,   5.77,   2.95
192908,  -1.07,   3.66,   0.72,   6.03,   3.13,  -0.14,   3.59,  -0.54,   6.70,  -2.50,   1.30,   5.16,   4.60,   6.71,  -3.41,  -1.91,   8.00,  -0.66,   4.17,  10.33,   5.06,  -9.74,   7.29,   3.81,   2.81,   7.84,   3.96,   4.56,   5.02,  -0.94
192909,  -1.91,  -5.58,  -8.43,  -1.55,  -3.50,  -2.92,  -3.22,  -5.78,   1.15,  -5.08,  -4.95,  -5.85,  -3.18,  -4.43, -12.21,  -9.00,  -7.43,   2.58,  -5.32,   2.50,  -2.88,  16.33,   1.38,  -5.01,  -4.97,  -0.39,  -3.71,  -2.75,  -5.35,  -4.57
192910, -16.83, -24.49, -15.55, -15.58,  -9.65, -20.54, -17.08, -17.09, -25.92, -18.87, -21.47, -21.53, -24.39, -31.45, -30.63, -22.07, -14.47,  -7.00, -18.56, -30.36, -11.92, -14.90, -17.68, -16.76, -13.58, -15.17, -24.78, -14.45, -21.56, -23.13
192911, -13.76, -13.71,  -7.30, -25.19,  -7.08, -13.63, -10.29,  -4.68, -11.63, -19.03,  -9.54, -15.72, -11.46, -21.20, -15.79,  -7.81,  -8.42, -18.58,  -7.04, -12.47,  -8.86, -17.49, -19.22, -10.46,  -9.82, -12.60, -14.28,  -6.17, -13.42,  -8.97
192912,  -1.79,   2.67, -10.61, -16.84,  -4.40,  -5.75,  -2.16,   4.01,   2.01, -10.49,  -5.62,   0.94,  -3.79,   3.66,  -2.33,  -4.57,  -4.09, -13.92,  -3.85,   8.98,   2.52,  -7.74,   5.03,  -8.46,   2.38,  -0.87,  -8.91,   2.40,  -0.92,  -4.12
193001,   7.00,   1.96,  21.31,  15.04,   2.04,  17.90,   5.20,   2.39,   9.34,  16.05,  14.31,  13.25,  17.06,   7.84,  15.20,  11.35,  11.28,  13.23,   2.29,   5.52,   3.66,  -2.86,  13.15,  17.41,   9.14,   1.15,   9.79,   9.07,   9.63,  39.47
193002,   1.79,  -0.81,   3.15,  12.54,  10.87,   0.48,  -0.95,   5.50,   8.86,   9.10,   5.06,   1.42,   3.95,   7.99,   6.39,   9.87,   2.62,   0.05,  -3.96,   9.11,   5.48,   5.50,   5.99,   7.79,   2.35,   1.59,  -1.98,   2.74,   6.66,  -3.70
193003,   8.28,  -0.05,   3.13,  42.99,   3.93,   7.38,  14.62,   7.68,   9.68,   4.49,  11.59,   7.75,  13.71,  14.40,  15.99,  11.78,   4.98,   7.00,  29.50,  10.60,   3.85,  -0.72,   5.80,   5.97,   6.42,   0.30,   2.32,   4.49,   6.27,   4.16
193004,  -3.13, -10.37,  -8.41,  11.27,  -2.05,  -6.78,   1.87,  -3.32, -10.34, -11.12,  -6.28, -12.20,  -1.49,  -1.30, -11.92, -11.28, -13.68,  -3.75,   3.08,   1.34,   0.53,  14.70,  -0.35,  -2.49,  -7.74,  -5.47,   2.65,   1.90,  -7.51,   2.52
193005,  -1.64,  -0.51,   0.35, -14.07,  -6.69,  -8.13,  -6.75,  -1.81,   0.35,  -3.90,  -7.51,  -1.90,  -5.33,  -4.66,  -3.76,  -6.90,  -2.51,  -6.67,  -5.68,  -1.91,  -2.33,  -9.80, -11.32,  -3.53,  -2.64,  -8.05,  -2.17,  -1.19,  -3.60,  -4.67
193006, -14.12, -31.92, -13.64, -23.20, -13.70, -29.37, -12.67, -14.01, -17.57, -16.78, -18.66, -18.84, -20.67, -24.41, -26.75, -18.46, -15.06, -12.36, -19.07, -17.75, -10.33, -16.00, -25.57, -19.07, -16.08, -29.68, -16.93, -11.29, -16.34, -18.24
193007,   0.36,   5.15,   0.59,   7.76,   5.49,   5.55,   4.46,   8.97,   4.36,   3.38,   7.33,   4.59,   5.08,   6.50,   8.28,   2.47,   3.79,  -3.55,   4.04,   3.95,   4.88,   6.66,   6.63,   4.38,   1.08,  -5.05,   1.45,   1.27,   4.21,   8.57
193008,   0.10,   5.56,   1.20,   2.53,  -2.10,  -6.64,  -6.41,   1.14,   0.75,  -0.28,  -1.99,  -5.01,  -1.82,  -0.83,  -6.59,   1.73,  -4.88,   1.74,  -6.34,   1.17,   1.49, -13.77,   2.09,  -1.30,  -1.36,   2.69,   0.37,   2.31,  -0.54,   1.61
193009, -13.16, -11.72, -11.88, -20.93,  -8.47, -15.59, -11.38,  -5.74, -20.19, -15.38, -16.65, -14.22, -18.58, -25.77, -19.32, -19.03, -13.79,  -6.27, -20.42, -11.88,  -5.65,  -8.15, -15.44, -13.61, -13.70, -16.55,  -9.90, -11.11, -15.72, -15.99
193010,  -0.59,  -7.05,  -7.63,  -9.55,  -4.18,  -9.60,  -8.39,  -5.24,  -9.58,  -3.41, -12.03, -10.14, -15.02, -16.60, -14.64,  -7.83,  -2.89, -13.32, -12.82,  -9.69,  -3.02,  -1.28, -13.72,  -6.73,  -9.57,  -6.13, -13.05,  -7.55, -13.04, -13.08
193011,   0.62,  -3.84,   1.18,  -3.61,  -4.12,   1.00,  -0.85,  -2.67,  -5.57,  -7.10,  -2.53,  -0.81,  -2.87,  -1.63,   5.77,  -1.30,   2.88,  -7.49,  -6.32,  -6.29,  -2.39,   2.54,   0.74,  -5.88,  -5.45,  -6.46,  -1.08,  -2.25,  -7.55,   0.83
193012, -13.16, -20.55,  -9.26, -18.86,   3.21, -15.71, -16.36,  -9.73, -13.45, -11.24, -12.27, -13.28, -16.13, -17.00, -11.94, -18.34, -10.68, -20.33, -19.13,  -4.63,  -2.54, -10.62,  -6.78, -16.79, -13.68, -14.19, -17.52,  -7.33, -16.02, -11.98
193101,  16.70,  21.82,  13.34,  13.90,  -0.67,  16.88,  10.65,   7.99,  10.72,  22.39,  11.73,  10.43,  15.05,  19.73,  11.44,  19.47,  12.19,  28.56,  15.24,   5.21,   4.39,  24.94,   8.39,  12.36,  19.52,  14.40,   9.40,   5.14,  21.64,  15.86
193102,   6.64,  18.68,  11.93,  14.16,   6.35,  17.17,  19.85,  16.19,  15.29,  27.61,  14.55,  22.14,  16.00,  29.50,  24.20,  14.30,  17.04,  14.65,  14.29,  15.43,   6.01,  15.41,  15.11,  12.58,   5.94,   6.36,  18.97,  10.66,  19.18,  17.38
193103,  -0.39, -11.95,  -4.01,  -8.30,  -4.33, -10.21,  10.18,   0.65, -12.32,  -3.54,  -4.68, -10.21,  -7.94, -13.20,  -5.60,  -7.12,  -2.14,  -6.66, -14.46,  -4.48,  -1.00,  20.85,  -8.45,  -4.43, -10.86,   5.13,  -2.90,  -5.22, -10.07,  18.74
193104, -15.71, -21.20,  -0.95, -22.94,  -8.39, -12.68, -20.74, -11.43, -16.46, -14.93, -17.85, -18.52, -20.58, -16.68, -19.76, -17.81, -12.67, -17.24, -17.78,  -9.96,  -7.46,  -9.08, -15.89, -18.28, -12.11,  -7.93, -10.13, -12.14, -15.18, -15.52
193105, -12.07,  -5.35, -12.61, -21.42, -12.55, -15.80,  -5.66, -15.91, -11.98,  -5.90, -15.95, -19.94, -15.68, -10.25, -16.64, -13.38, -11.53, -14.69, -18.15, -11.67,  -8.23, -29.60, -14.33, -11.60, -16.75, -19.11,  -8.98,  -2.88, -18.36,  -8.12
193106,  20.63,  10.66,  12.70,  21.73,   5.83,  11.34,  12.35,  12.23,  20.42,  10.41,  20.51,  26.12,  15.55,  15.86,  21.89,  23.21,  15.93,   2.71,  26.26,  10.11,  10.64,   4.31,  17.15,  19.45,  26.59,   7.64,   7.41,   1.06,  21.94,  10.38
193107,  -1.96, -12.22,  -2.38,  -7.03,  -2.66,  -7.05,  -3.72,  -3.30,  -6.69,   1.59,  -7.25, -12.13, -14.07, -11.15,  -7.46,  -8.06,  -6.74,  -6.45,  -6.93,  -2.66,  -0.96,  -4.65,  -8.24,  -6.45, -10.03, -11.90,  -2.10,  -7.99,  -9.73,   1.89
193108,  -5.32,  11.29,  -1.78,   3.18,  -7.86,  -1.05,  -0.54,  -1.10,  -1.38,   2.90,  -4.98,  -2.05,  -4.95,  -2.54,  -3.89,  -5.65,  -1.51,   3.11,  10.37,   0.85,  -0.20,   0.16,  -1.98,  -0.53,  -6.73,  -4.02,  -0.81,  10.74,  -2.99,  -3.78
193109, -28.61, -31.40, -27.58, -40.19, -24.71, -35.24, -26.24, -31.75, -30.04, -24.59, -31.55, -33.78, -33.61, -38.14, -35.10, -33.57, -22.50, -18.66, -36.03, -32.02, -17.37, -22.84, -37.01, -24.90, -23.86, -20.91, -30.07, -26.99, -36.92, -26.44
193110,  12.50,  26.35,  14.52,   9.10,  -3.13,  16.19,  10.97,  13.21,  18.06,   4.96,   6.94,  12.15,  11.30,  13.88,  15.35,  16.38,  18.02,  -0.78,  14.28,   8.00,   0.98,   0.23,  13.95,   5.12,  -2.56,   7.45,   7.34,  11.24,  13.50,   2.74
193111,  -6.87,  -6.73,  -3.58, -26.12, -10.75,  -2.63, -10.65,  -9.05, -12.06,  -9.36,  -8.90,  -8.54,  -8.51, -11.60,  -2.22, -13.25, -12.12,  -9.32,  -7.54,  -4.52, -13.82,  -4.22,  -8.33,  -8.39, -13.60, -11.56,  -8.20, -12.72, -12.11,  -6.60
193112, -11.87,  -7.21,  -0.88, -37.77, -13.09, -19.46, -33.47, -11.51, -11.41,  -9.91, -20.45, -21.26, -21.00, -18.83, -16.39, -21.28, -13.93, -21.75, -22.00, -12.76, -13.49,  -9.49, -19.48,  -8.45, -21.77, -23.40, -21.00, -15.31, -19.63, -16.92
193201,   0.64,   2.86,   4.90,  33.64,  -9.22,   7.18,  43.12,   0.98,   1.95,   0.53,   5.95,   4.13,   9.96,   5.10,   6.89,  25.26,   5.84,   3.69,  10.46,  -2.15,  -1.22,  -0.32,   8.99,  -2.88,  18.88,   3.37,   7.12,  -2.42,   6.02,  12.95
193202,   2.81,  11.07,  -2.68,   8.17,   1.53,   8.23,   2.92,  -1.71,   1.32,   5.72,   2.11,   1.06,   2.78,   7.13,  -0.08,  -3.72,  -4.14,   6.03,   3.95,   5.62,   5.31,   4.76,  -1.36,   8.37,  -1.73,   0.60,   0.83,   4.09,   8.77,   0.03
193203,  -8.15,  -1.99,  -2.25, -18.65, -10.71,  -5.98, -10.93,  -8.89, -10.06,  -6.60, -13.34, -13.73, -12.97, -18.96, -14.76, -20.16,  -7.67, -10.04,  -2.32, -10.43,  -4.34,  -8.49, -10.53,  -6.17, -16.79, -25.24, -15.43, -11.08, -16.18, -17.48
193204, -17.29, -15.06, -14.64, -20.41, -17.31, -20.48, -18.56, -13.65, -19.24, -11.70, -20.29, -19.57, -25.13, -21.50, -22.77, -11.07, -13.19, -11.28, -12.67, -16.22, -20.40, -15.32, -25.99, -25.22, -18.52,  -1.00,  -9.65, -17.66, -20.96, -26.77
193205, -16.73, -14.73, -20.59, -41.48, -23.10, -22.22,  -8.44, -26.30, -18.78, -13.90, -15.03, -23.65, -21.68, -27.01, -21.60, -25.09, -11.99, -11.65,  -9.24, -29.55, -18.44, -11.22,  -9.57, -18.70, -26.15, -12.84, -23.61, -21.16, -24.32, -18.97
193206,  11.38,  23.20,   7.20,   5.43,  -8.07,   0.03,   9.02,   5.88,   4.62,  -1.41,  10.01,   4.92,   5.98,  14.48,   4.87,   4.12,  -3.16,  -4.02,   4.14,  -0.29, -10.80,  -4.16,  -3.64,  -0.73,   2.18,   2.99,   2.35,  -0.26,   1.42,   2.75
193207,  44.03,  14.98,  30.24,  79.03,  28.18,  42.83,  31.10,  30.86,  32.09,  27.64,  46.82,  62.74,  41.34,  55.67,  40.13,  64.23,  45.10,  34.29,  51.55,  36.79,  30.19,  13.36,  31.65,  10.98,  55.51,  12.30,  26.13,  24.73,  56.97,  36.13
193208,  46.04,  53.47,  28.32,  65.96,  80.28,  49.79,  84.15,  40.14,  63.26,  84.14,  61.20,  81.84,  60.91,  54.18,  82.00,  58.77,  67.43,  95.87,  28.35,  65.60,  36.21,  26.99,  53.70,  99.51,  81.15,  76.30,  72.06,  31.06,  79.05,  62.51
193209,  -6.22,  -0.52,  -7.36, -10.20,   6.36,  -2.41,  -6.38,  -2.82,  -3.34,  -1.91,  -4.65,  -7.87,  -5.58,  -8.73,  -0.50,   0.35,  -5.97,   7.32, -12.34,  -7.78,   1.85,  -9.40,  -6.42, -14.05,  -7.05,  32.42,  -9.05,   2.34,  -7.69, -19.39
193210, -12.87,  -9.81, -11.52, -20.09, -17.56, -14.71, -12.53, -17.01, -17.72, -17.67, -18.76, -21.83, -17.72, -19.80, -24.64, -22.04, -12.03, -16.46,  -6.15, -13.79, -11.86, -10.70, -17.18,  -5.33, -19.82, -21.71, -14.00, -13.27, -15.44,  -8.88
193211,  -6.82,  -5.13,  -4.62,  -9.71, -13.55,  -6.07, -12.71,  -3.77,  -3.37,  -9.44,  -2.02, -11.42,  -7.49, -12.41,   3.55, -10.66,  -1.20, -10.05,  -2.81,  -6.58,  -1.24,   0.85,  -3.23,  -0.64, -14.31,  -3.36,  -8.11,  -2.62,  -6.39,  -7.57
193212,  -0.08,   5.53,   0.84, -13.42, -11.38,  -4.69,  -4.45,  -0.92,   4.13,  -5.30,  -7.46,  -6.81,  -6.26,  -3.11,  -3.09,  11.50,  -5.82,  -6.68,  -4.43,   3.05,  -0.48,  -8.57,  -1.18, -13.08,  -3.59, -13.84,  -4.53,  -3.67,  -2.44,  -6.19
193301,   5.75, -13.41,   8.89, -12.43,  -2.53,   4.40,   7.47,  -1.45,   5.39,  -1.83,   2.58,   3.50,   5.48,  10.61,   0.97,   3.44,   1.32,   3.07,  -2.82,  -5.68,  -0.55,   0.48,  -1.27,  11.96,  13.58, -13.03,   0.58,  16.40,   5.12,   5.56
193302,  -8.87,  -2.50,  -1.94, -13.50, -12.06, -20.43,  -6.65, -11.27, -19.74, -11.75, -15.87, -17.99, -17.67, -18.05, -26.74,  -9.80,  -8.38, -18.42,  -6.82, -21.74, -12.29, -16.25, -14.36, -16.64, -17.33,  -5.41, -18.14, -21.00, -19.56, -12.68
193303,  22.38,  17.37,   9.10,   2.78,  10.78,   3.98,   2.68,   5.31,  16.55,   4.92,  16.58,  19.32,  14.30,  13.43,   5.69,   8.96,   8.43,  24.89,   3.75, -12.56,  -1.54,  -1.05,   4.51,  18.34,   3.64,  11.34,  21.90,  -0.10,   1.31,   2.45
193304,  63.52,  23.88,  49.19,  58.05,  27.88,  46.89,  53.99,  23.01,  46.46,  50.36,  43.25,  87.64,  52.72,  58.63,  70.91,  44.08,  61.08,  45.03,  37.34,  35.11,  34.49,  12.95,  48.76,  43.55,  36.81,  47.39,  47.05,  20.39,  38.71,  46.76
193305,  31.19, 128.16,  31.65,  79.99,  52.32,  84.15,  70.75,  34.64,  48.60,  51.04,  98.97,  53.12,  68.67,  55.57,  63.19,  40.00,  42.90,  53.23,  62.74,  45.53,  19.21,  59.29,  43.00,  75.58,  72.02, 134.05,  59.26,  28.98,  51.26, 103.73
193306,  15.19,  26.60,  18.90,  16.05,  18.57,  12.78,  21.18,   9.00,  27.69,  43.45,  23.38,  13.67,  16.11,  19.30,  30.25,  40.65,  22.02,  41.56,  15.94,  20.45,  12.65,   6.92,  11.33,  37.15,  24.25,  45.69,  24.40,  13.24,  18.73,  21.53
