VA,Petersburg,51730,33740,5.4E-05
AL,Morgan,01103,111064,5.3E-05
AR,Pulaski,05119,361474,5.3E-05
CA,Inyo,06027,17945,5.3E-05
CT,Statewide,09000,3405565,5.3E-05
CT,Fairfield,09001,882567,5.3E-05
GA,Statewide,13000,8186453,5.3E-05
GA,Cherokee,13057,141903,5.3E-05
GA,Clarke,13059,101489,5.3E-05
GA,Douglas,13097,92174,5.3E-05
LA,East Baton Rouge,22033,412852,5.3E-05
MD,Anne Arundel,24003,489656,5.3E-05
MA,Norfolk,25021,650308,5.3E-05
TX,Andrews,48003,13004,5.3E-05
VA,Fairfax City,51600,21498,5.3E-05
CA,Placer,06061,248399,5.2E-05
CA,San Joaquin,06077,563598,5.2E-05
FL,Orange,12095,896344,5.2E-05
GA,Floyd,13115,90565,5.2E-05
GA,Newton,13217,62001,5.2E-05
IA,Polk,19153,374601,5.2E-05
LA,West Baton Rouge,22121,21601,5.2E-05
MA,Hampden,25013,456228,5.2E-05
OH,Franklin,39049,1068978,5.2E-05
OK,Pittsburg,40121,43953,5.2E-05
PA,Delaware,42045,550864,5.2E-05
SC,Greenville,45045,379616,5.2E-05
TX,Travis,48453,812280,5.2E-05
VA,Chesterfield,51041,259903,5.2E-05
VA,Galax,51640,6837,5.2E-05
VA,Harrisonburg,51660,40468,5.2E-05
WI,Brown,55009,226778,5.2E-05
WI,Dane,55025,426526,5.2E-05
AL,Madison,01089,276700,5.1E-05
CA,Kings,06031,129461,5.1E-05
CA,Stanislaus,06099,446997,5.1E-05
CT,Middlesex,09007,155071,5.1E-05
FL,Palm Beach,12099,1131184,5.1E-05
GA,Fayette,13113,91263,5.1E-05
GA,Forsyth,13117,98407,5.1E-05
IL,DuPage,17043,904161,5.1E-05
IA,Des Moines,19057,42351,5.1E-05
KS,Sedgwick,20173,452869,5.1E-05
KS,Wyandotte,20209,157882,5.1E-05
LA,St. John the Baptist,22095,43044,5.1E-05
MI,Macomb,26099,788149,5.1E-05
OK,Tulsa,40143,563299,5.1E-05
OR,Jackson,41029,181269,5.1E-05
US,Nationwide,-,285339128,5.0E-05
AL,Lee,01081,115092,5.0E-05
CA,Contra Costa,06013,948816,5.0E-05
CT,Tolland,09013,136364,5.0E-05
FL,Broward,12011,1623018,5.0E-05
FL,Columbia,12023,56513,5.0E-05
GA,Catoosa,13047,53282,5.0E-05
GA,Columbia,13073,89288,5.0E-05
GA,Gordon,13129,44104,5.0E-05
GA,Walton,13297,60687,5.0E-05
IL,Rock Island,17161,149374,5.0E-05
KS,Johnson,20091,451086,5.0E-05
KY,Kenton,21117,151464,5.0E-05
MD,Frederick,24021,195277,5.0E-05
MA,Statewide,25000,6349097,5.0E-05
MS,Forrest,28035,72604,5.0E-05
NH,Hillsborough,33011,380841,5.0E-05
NY,Erie,36029,950265,5.0E-05
TN,Rutherford,47149,182023,5.0E-05
TX,Bexar,48029,1392931,5.0E-05
TX,Harrison,48203,62110,5.0E-05
TX,Tarrant,48439,1446219,5.0E-05
PR,San Juan,72127,434374,5.0E-05
AL,Statewide,01000,4447100,4.9E-05
AL,Etowah,01055,103459,4.9E-05
AL,Talladega,01121,80321,4.9E-05
CA,Yuba,06115,60219,4.9E-05
DE,New Castle,10003,500265,4.9E-05
FL,Duval,12031,778879,4.9E-05
FL,Miami-Dade,12086,2253362,4.9E-05
FL,Seminole,12117,365196,4.9E-05
GA,Decatur,13087,28240,4.9E-05
GA,Dougherty,13095,96065,4.9E-05
GA,Spalding,13255,58417,4.9E-05
LA,Bossier,22015,98310,4.9E-05
NE,Sarpy,31153,122595,4.9E-05
NV,Clark,32003,1375765,4.9E-05
NY,Albany,36001,294565,4.9E-05
NY,Rockland,36087,286753,4.9E-05
OH,Butler,39017,332807,4.9E-05
VA,Loudoun,51107,169599,4.9E-05
VA,Prince William,51153,280813,4.9E-05
VA,Martinsville,51690,15416,4.9E-05
VA,Norfolk,51710,234403,4.9E-05
WI,Waukesha,55133,360767,4.9E-05
CT,Litchfield,09005,182193,4.8E-05
GA,Bartow,13015,76019,4.8E-05
GA,Paulding,13223,81678,4.8E-05
IL,Statewide,17000,12419293,4.8E-05
IL,Winnebago,17201,278418,4.8E-05
IN,Lake,18089,484564,4.8E-05
IN,Marion,18097,860454,4.8E-05
KY,Fayette,21067,260512,4.8E-05
MD,Allegany,24001,74930,4.8E-05
MS,Rankin,28121,115327,4.8E-05
NY,Putnam,36079,95745,4.8E-05
NC,Gaston,37071,190365,4.8E-05
NC,Guilford,37081,421048,4.8E-05
OR,Marion,41047,284834,4.8E-05
SC,Aiken,45003,142552,4.8E-05
SC,Lexington,45063,216014,4.8E-05
SC,Spartanburg,45083,253791,4.8E-05
TX,Collin,48085,491675,4.8E-05
TX,Panola,48365,22756,4.8E-05
VA,Danville,51590,48411,4.8E-05
VA,Emporia,51595,5665,4.8E-05
VA,Fredericksburg,51630,19279,4.8E-05
VA,Manassas Park,51685,10290,4.8E-05
WV,Kanawha,54039,200073,4.8E-05
AL,St. Clair,01115,64742,4.7E-05
CA,Butte,06007,203171,4.7E-05
CA,Merced,06047,210554,4.7E-05
CO,Statewide,08000,4301261,4.7E-05
FL,Hillsborough,12057,998948,4.7E-05
FL,Jefferson,12065,12902,4.7E-05
FL,Lee,12071,440888,4.7E-05
GA,Barrow,13013,46144,4.7E-05
GA,Coweta,13077,89215,4.7E-05
GA,Oconee,13219,26225,4.7E-05
GA,Troup,13285,58779,4.7E-05
LA,Iberville,22047,33320,4.7E-05
MS,Grenada,28043,23263,4.7E-05
MO,St. Charles,29183,283883,4.7E-05
NY,Rensselaer,36083,152538,4.7E-05
NC,Cabarrus,37025,131063,4.7E-05
SC,York,45091,164614,4.7E-05
TN,Sullivan,47163,153048,4.7E-05
TX,Smith,48423,174706,4.7E-05
VA,Bedford City,51515,6299,4.7E-05
VA,Manassas,51683,35135,4.7E-05
AL,Colbert,01033,54984,4.6E-05
AL,Lauderdale,01077,87966,4.6E-05
CA,Solano,06095,394542,4.6E-05
FL,Statewide,12000,15982378,4.6E-05
FL,Clay,12019,140814,4.6E-05
GA,Carroll,13045,87268,4.6E-05
GA,Houston,13153,110765,4.6E-05
IA,Black Hawk,19013,128012,4.6E-05
LA,Jefferson,22051,455466,4.6E-05
MD,Harford,24025,218590,4.6E-05
MD,Washington,24043,131923,4.6E-05
MA,Hampshire,25015,152251,4.6E-05
MN,Anoka,27003,298084,4.6E-05
MS,DeSoto,28033,107199,4.6E-05
MS,Lauderdale,28075,78161,4.6E-05
MS,Lowndes,28087,61586,4.6E-05
MS,Madison,28089,74674,4.6E-05
MO,Jackson,29095,654880,4.6E-05
NJ,Burlington,34005,423394,4.6E-05
NJ,Mercer,34021,350761,4.6E-05
NC,Davidson,37057,147246,4.6E-05
OH,Lawrence,39087,62319,4.6E-05
OH,Lucas,39095,455054,4.6E-05
PA,Berks,42011,373638,4.6E-05
SC,Anderson,45007,165740,4.6E-05
TN,Statewide,47000,5689283,4.6E-05
TN,Gibson,47053,48152,4.6E-05
TN,Sumner,47165,130449,4.6E-05
TX,Brazos,48041,152415,4.6E-05
TX,Fort Bend,48157,354452,4.6E-05
TX,Orange,48361,84966,4.6E-05
VA,Statewide,51000,7078515,4.6E-05
VA,Hanover,51085,86320,4.6E-05
VA,Hampton,51650,146437,4.6E-05
VA,Newport News,51700,180150,4.6E-05
VA,Radford,51750,15859,4.6E-05
WI,Outagamie,55087,160971,4.6E-05
AL,Autauga,01001,43671,4.5E-05
AL,Walker,01127,70713,4.5E-05
AK,Anchorage,02020,260283,4.5E-05
AR,Columbia,05027,25603,4.5E-05
AR,Miller,05091,40443,4.5E-05
CT,New London,09011,259088,4.5E-05
FL,Alachua,12001,217955,4.5E-05
FL,Pinellas,12103,921482,4.5E-05
FL,Wakulla,12129,22863,4.5E-05
GA,Jones,13169,23639,4.5E-05
IL,St. Clair,17163,256082,4.5E-05
IN,Clark,18019,96472,4.5E-05
IA,Linn,19113,191701,4.5E-05
LA,Statewide,22000,4468976,4.5E-05
LA,Rapides,22079,126337,4.5E-05
MS,Jones,28067,64958,4.5E-05
MS,Lee,28081,75755,4.5E-05
MO,Jefferson,29099,198099,4.5E-05
OH,Jefferson,39081,73894,4.5E-05
PA,Montgomery,42091,750097,4.5E-05
TN,Williamson,47187,126638,4.5E-05
TX,Denton,48121,432976,4.5E-05
TX,Montgomery,48339,293768,4.5E-05
VA,Portsmouth City,51740,100565,4.5E-05
WA,Pierce,53053,700820,4.5E-05
AL,Bullock,01011,11714,4.4E-05
AL,Macon,01087,24105,4.4E-05
AR,Sebastian,05131,115071,4.4E-05
CA,Santa Cruz,06087,255602,4.4E-05
FL,Escambia,12033,294410,4.4E-05
FL,Gadsden,12039,45087,4.4E-05
GA,Baldwin,13009,44700,4.4E-05
GA,Hall,13139,139277,4.4E-05
GA,Morgan,13211,15457,4.4E-05
IL,Madison,17119,258941,4.4E-05
IA,Pottawattamie,19155,87704,4.4E-05
KY,Campbell,21037,88616,4.4E-05
LA,Calcasieu,22019,183577,4.4E-05
LA,Ouachita,22073,147250,4.4E-05
LA,St. Charles,22089,48072,4.4E-05
MA,Plymouth,25023,472822,4.4E-05
MI,Statewide,26000,9938444,4.4E-05
MI,Washtenaw,26161,322895,4.4E-05
MS,Oktibbeha,28105,42902,4.4E-05
NJ,Gloucester,34015,254673,4.4E-05
NJ,Morris,34027,470212,4.4E-05
NJ,Somerset,34035,297490,4.4E-05
NY,Monroe,36055,735343,4.4E-05
NC,Catawba,37035,141685,4.4E-05
NC,Wake,37183,627846,4.4E-05
OH,Montgomery,39113,559062,4.4E-05
OK,Oklahoma,40109,660448,4.4E-05
PA,Dauphin,42043,251798,4.4E-05
PA,Lancaster,42071,470658,4.4E-05
PA,York,42133,381751,4.4E-05
RI,Providence,44007,621602,4.4E-05
TN,Montgomery,47125,134768,4.4E-05
TX,Statewide,48000,20851820,4.4E-05
TX,Bowie,48037,89306,4.4E-05
WV,Cabell,54011,96784,4.4E-05
WI,Statewide,55000,5363675,4.4E-05
AZ,Pima,04019,843746,4.3E-05
AZ,Yuma,04027,160026,4.3E-05
AR,Hot Spring,05059,30353,4.3E-05
CA,Nevada,06057,92033,4.3E-05
CO,Weld,08123,180936,4.3E-05
DE,Statewide,10000,783600,4.3E-05
FL,Marion,12083,258916,4.3E-05
FL,Volusia,12127,443343,4.3E-05
GA,Butts,13035,19522,4.3E-05
GA,Chattooga,13055,25470,4.3E-05
GA,Harris,13145,23695,4.3E-05
GA,Lee,13177,24757,4.3E-05
GA,Lowndes,13185,92115,4.3E-05
GA,Madison,13195,25730,4.3E-05
GA,Polk,13233,38127,4.3E-05
GA,Upson,13293,27597,4.3E-05
ID,Ada,16001,300904,4.3E-05
IL,Kane,17089,404119,4.3E-05
IL,Lake,17097,644356,4.3E-05
IL,Will,17197,502266,4.3E-05
IN,Floyd,18043,70823,4.3E-05
IA,Johnson,19103,111006,4.3E-05
KY,Warren,21227,92522,4.3E-05
LA,Ascension,22005,76627,4.3E-05
LA,Lafayette,22055,190503,4.3E-05
LA,Natchitoches,22069,39080,4.3E-05
LA,Webster,22119,41831,4.3E-05
ME,Cumberland,23005,265612,4.3E-05
MD,Charles,24017,120546,4.3E-05
MA,Bristol,25005,534678,4.3E-05
MI,Kent,26081,574335,4.3E-05
MS,Neshoba,28099,28684,4.3E-05
MS,Washington,28151,62977,4.3E-05
MO,Statewide,29000,5595211,4.3E-05
MO,Clay,29047,184006,4.3E-05
NH,Rockingham,33015,277359,4.3E-05
NJ,Monmouth,34025,615301,4.3E-05
NY,Onondaga,36067,458336,4.3E-05
NY,Saratoga,36091,200635,4.3E-05
NC,Cumberland,37051,302963,4.3E-05
NC,Durham,37063,223314,4.3E-05
NC,Forsyth,37067,306067,4.3E-05
NC,Hoke,37093,33646,4.3E-05
NC,Rowan,37159,130340,4.3E-05
PA,Statewide,42000,12281054,4.3E-05
PA,Bucks,42017,597635,4.3E-05
PA,Chester,42029,433501,4.3E-05
SC,Pickens,45077,110757,4.3E-05
TN,Madison,47113,91837,4.3E-05
TX,Angelina,48005,80130,4.3E-05
TX,El Paso,48141,679622,4.3E-05
TX,Titus,48449,28118,4.3E-05
UT,Salt Lake,49035,898387,4.3E-05
WA,Statewide,53000,5894121,4.3E-05
WA,Snohomish,53061,606024,4.3E-05
WI,Rock,55105,152307,4.3E-05
WI,Winnebago,55139,156763,4.3E-05
AL,Blount,01009,51024,4.2E-05
AL,Chambers,01017,36583,4.2E-05
AL,Elmore,01051,65874,4.2E-05
AL,Limestone,01083,65676,4.2E-05
AL,Mobile,01097,399843,4.2E-05
AR,Garland,05051,88068,4.2E-05
AR,Ouachita,05103,28790,4.2E-05
AR,Saline,05125,83529,4.2E-05
AR,Washington,05143,157715,4.2E-05
CO,Boulder,08013,291288,4.2E-05
FL,Collier,12021,251377,4.2E-05
FL,Liberty,12077,7021,4.2E-05
FL,Santa Rosa,12113,117743,4.2E-05
FL,Sumter,12119,53345,4.2E-05
GA,Chatham,13051,232048,4.2E-05
GA,Heard,13149,11012,4.2E-05
GA,Jackson,13157,41589,4.2E-05
GA,Jasper,13159,11426,4.2E-05
GA,McDuffie,13189,21231,4.2E-05
GA,Murray,13213,36506,4.2E-05
ID,Kootenai,16055,108685,4.2E-05
LA,St. Bernard,22087,67229,4.2E-05
MD,Carroll,24013,150897,4.2E-05
MA,Essex,25009,723419,4.2E-05
MS,Statewide,28000,2844658,4.2E-05
MS,Clay,28025,21979,4.2E-05
MS,Monroe,28095,38014,4.2E-05
MS,Warren,28149,49644,4.2E-05
NV,Statewide,32000,1998257,4.2E-05
NY,Schenectady,36093,146555,4.2E-05
NC,Cleveland,37045,96287,4.2E-05
NC,Randolph,37151,130454,4.2E-05
NC,Scotland,37165,35998,4.2E-05
NC,Union,37179,123677,4.2E-05
OH,Summit,39153,542899,4.2E-05
OH,Warren,39165,158383,4.2E-05
PA,Lehigh,42077,312090,4.2E-05
SC,Statewide,45000,4012012,4.2E-05
SC,Cherokee,45021,52537,4.2E-05
TN,Bradley,47011,87965,4.2E-05
TN,Dickson,47043,43156,4.2E-05
TN,Loudon,47105,39086,4.2E-05
TX,Cass,48067,30438,4.2E-05
TX,Nacogdoches,48347,59203,4.2E-05
TX,Rusk,48401,47372,4.2E-05
VA,Covington,51580,6303,4.2E-05
WI,Kenosha,55059,149577,4.2E-05
AL,Bibb,01007,20826,4.1E-05
AL,Cullman,01043,77483,4.1E-05
AL,Dallas,01047,46365,4.1E-05
AL,Lawrence,01079,34803,4.1E-05
AR,Faulkner,05045,86014,4.1E-05
AR,Pope,05115,54469,4.1E-05
CA,Napa,06055,124279,4.1E-05
CT,Windham,09015,109091,4.1E-05
FL,Okaloosa,12091,170498,4.1E-05
GA,Baker,13007,4074,4.1E-05
GA,Greene,13133,14406,4.1E-05
GA,Lamar,13171,15912,4.1E-05
GA,Meriwether,13199,22534,4.1E-05
GA,Monroe,13207,21757,4.1E-05
GA,Oglethorpe,13221,12635,4.1E-05
GA,Putnam,13237,18812,4.1E-05
GA,Stephens,13257,25435,4.1E-05
GA,Twiggs,13289,10590,4.1E-05
IL,Macon,17115,114706,4.1E-05
IL,Peoria,17143,183433,4.1E-05
IN,Vanderburgh,18163,171922,4.1E-05
LA,Lincoln,22061,42509,4.1E-05
LA,Livingston,22063,91814,4.1E-05
MA,Worcester,25027,750963,4.1E-05
MN,Dakota,27037,355904,4.1E-05
MN,Washington,27163,201130,4.1E-05
MS,Adams,28001,34340,4.1E-05
MS,Harrison,28047,189601,4.1E-05
MS,Lafayette,28071,38744,4.1E-05
MS,Leflore,28083,37947,4.1E-05
NH,Statewide,33000,1235786,4.1E-05
NY,Dutchess,36027,280150,4.1E-05
NC,Alamance,37001,130800,4.1E-05
NC,Lincoln,37109,63780,4.1E-05
OH,Statewide,39000,11353140,4.1E-05
OH,Clermont,39025,177977,4.1E-05
PA,Washington,42125,202897,4.1E-05
PA,Westmoreland,42129,369993,4.1E-05
SC,Edgefield,45037,24595,4.1E-05
SC,Union,45087,29881,4.1E-05
TN,Hamblen,47063,58128,4.1E-05
TN,Wilson,47189,88809,4.1E-05
TX,Upshur,48459,35291,4.1E-05
TX,Williamson,48491,249967,4.1E-05
VA,Chesapeake City,51550,199184,4.1E-05
WI,Eau Claire,55035,93142,4.1E-05
WI,La Crosse,55063,107120,4.1E-05
WI,Racine,55101,188831,4.1E-05
PR,Catano,72033,30071,4.1E-05
AL,Barbour,01005,29038,4.0E-05
AL,Cherokee,01019,23988,4.0E-05
AL,Chilton,01021,39593,4.0E-05
AL,Cleburne,01029,14123,4.0E-05
AL,Escambia,01053,38440,4.0E-05
AL,Houston,01069,88787,4.0E-05
AL,Pickens,01107,20949,4.0E-05
AL,Tallapoosa,01123,41475,4.0E-05
AR,Statewide,05000,2673400,4.0E-05
AR,Clark,05019,23546,4.0E-05
AR,Jefferson,05069,84278,4.0E-05
CA,El Dorado,06017,156299,4.0E-05
CA,Monterey,06053,401762,4.0E-05
CO,El Paso,08041,516929,4.0E-05
FL,Hernando,12053,130802,4.0E-05
FL,Lake,12069,210528,4.0E-05
FL,Martin,12085,126731,4.0E-05
FL,Osceola,12097,172493,4.0E-05
FL,Pasco,12101,344765,4.0E-05
FL,Polk,12105,483924,4.0E-05
FL,Putnam,12107,70423,4.0E-05
FL,Sarasota,12115,325957,4.0E-05
FL,Union,12125,13442,4.0E-05
GA,Ben Hill,13017,17484,4.0E-05
GA,Brooks,13027,16450,4.0E-05
GA,Colquitt,13071,42053,4.0E-05
GA,Crawford,13079,12495,4.0E-05
GA,Crisp,13081,21996,4.0E-05
GA,Dade,13083,15154,4.0E-05
GA,Elbert,13105,20511,4.0E-05
GA,Haralson,13143,25690,4.0E-05
GA,Laurens,13175,44874,4.0E-05
GA,Mitchell,13205,23932,4.0E-05
GA,Peach,13225,23668,4.0E-05
GA,Pike,13231,13688,4.0E-05
GA,Sumter,13261,33200,4.0E-05
GA,Taliaferro,13265,2077,4.0E-05
KY,Boone,21015,85991,4.0E-05
KY,Greenup,21089,36891,4.0E-05
KY,Mercer,21167,20817,4.0E-05
LA,De Soto,22031,25494,4.0E-05
LA,Morehouse,22067,31021,4.0E-05
LA,Winn,22127,16894,4.0E-05
MS,Alcorn,28003,34558,4.0E-05
MS,Issaquena,28055,2274,4.0E-05
MS,Pike,28113,38940,4.0E-05
MS,Prentiss,28117,25556,4.0E-05
MO,Greene,29077,240391,4.0E-05
MO,Marion,29127,28289,4.0E-05
MO,Platte,29165,73781,4.0E-05
NE,Statewide,31000,1711263,4.0E-05
NH,Belknap,33001,56325,4.0E-05
NJ,Salem,34033,64285,4.0E-05
NY,Niagara,36063,219846,4.0E-05
NC,Iredell,37097,122660,4.0E-05
NC,Montgomery,37123,26822,4.0E-05
NC,Orange,37135,118227,4.0E-05
NC,Richmond,37153,46564,4.0E-05
OR,Lane,41039,322959,4.0E-05
PA,Northampton,42095,267066,4.0E-05
SC,Chester,45023,34068,4.0E-05
SC,Greenwood,45047,66271,4.0E-05
SC,Kershaw,45055,52647,4.0E-05
SC,Sumter,45085,104646,4.0E-05
TN,Anderson,47001,71330,4.0E-05
TN,Blount,47009,105823,4.0E-05
TN,Cheatham,47021,35912,4.0E-05
TN,Washington,47179,107198,4.0E-05
TX,Galveston,48167,250158,4.0E-05
TX,Hardin,48199,48073,4.0E-05
TX,Jasper,48241,35604,4.0E-05
TX,McLennan,48309,213517,4.0E-05
TX,Marion,48315,10941,4.0E-05
VA,Stafford,51179,92446,4.0E-05
WV,Wood,54107,87986,4.0E-05
PR,Bayamon,72021,224044,4.0E-05
AL,Coosa,01037,12202,3.9E-05
AL,Dale,01045,49129,3.9E-05
AL,Fayette,01057,18495,3.9E-05
AL,Franklin,01059,31223,3.9E-05
AL,Greene,01063,9974,3.9E-05
AL,Lamar,01075,15904,3.9E-05
AL,Marion,01093,31214,3.9E-05
AL,Marshall,01095,82231,3.9E-05
AR,Benton,05007,153406,3.9E-05
AR,Crittenden,05035,50866,3.9E-05
AR,Hempstead,05057,23587,3.9E-05
CA,Sonoma,06097,458614,3.9E-05
CA,Tehama,06103,56039,3.9E-05
FL,Bradford,12007,26088,3.9E-05
FL,Brevard,12009,476230,3.9E-05
FL,Calhoun,12013,13017,3.9E-05
FL,Manatee,12081,264002,3.9E-05
GA,Chattahoochee,13053,14882,3.9E-05
GA,Coffee,13069,37413,3.9E-05
GA,Grady,13131,23659,3.9E-05
GA,Hart,13147,22997,3.9E-05
GA,Quitman,13239,2598,3.9E-05
GA,Tift,13277,38407,3.9E-05
GA,Wilkinson,13319,10220,3.9E-05
ID,Bonneville,16019,82522,3.9E-05
IN,Porter,18127,146798,3.9E-05
KS,Douglas,20045,99962,3.9E-05
KY,Statewide,21000,4041769,3.9E-05
KY,McCracken,21145,65514,3.9E-05
LA,Claiborne,22027,16851,3.9E-05
LA,St. Tammany,22103,191268,3.9E-05
LA,Union,22111,22803,3.9E-05
MS,Attala,28007,19661,3.9E-05
MS,Choctaw,28019,9758,3.9E-05
MS,Copiah,28029,28757,3.9E-05
MS,Lincoln,28085,33166,3.9E-05
MS,Montgomery,28097,12189,3.9E-05
MS,Noxubee,28103,12548,3.9E-05
MS,Pontotoc,28115,26726,3.9E-05
MS,Scott,28123,28423,3.9E-05
MS,Union,28145,25362,3.9E-05
MS,Yazoo,28163,28149,3.9E-05
NH,Merrimack,33013,136225,3.9E-05
NY,Tompkins,36109,96501,3.9E-05
NC,Statewide,37000,8049313,3.9E-05
NC,Anson,37007,25275,3.9E-05
NC,Lee,37105,49040,3.9E-05
NC,Moore,37125,74769,3.9E-05
NC,Stanly,37167,58100,3.9E-05
OH,Lake,39085,227511,3.9E-05
OH,Lorain,39093,284664,3.9E-05
OK,Cleveland,40027,208016,3.9E-05
OR,Linn,41043,103069,3.9E-05
PA,Cumberland,42041,213674,3.9E-05
RI,Statewide,44000,1048319,3.9E-05
SC,Abbeville,45001,26167,3.9E-05
SC,Chesterfield,45025,42768,3.9E-05
SC,Darlington,45031,67394,3.9E-05
